"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","rt","responses","view_history","initial_locations","moves","final_locations","stimulus","button_pressed"
"","survey-text","10","29884","0.0-10.0","23.8.2023, 0:58:34","conditionB","720.8000000119209","{""Q0"":""""}","","","","","",""
"","order","11","31429","0.0-11.0","23.8.2023, 0:58:34","conditionB","1543.5999999642372","","","[""3_2"",""3_1"",""3_4"",""3_3""]","[]","[]","",""
"","html-button-response","12","32757","0.0-12.0","23.8.2023, 0:58:34","conditionB","1327","","","","","","<p>How difficult was it to order the pictures?</p>","2"
"","survey-text","13","33417","0.0-13.0","23.8.2023, 0:58:34","conditionB","657","{""Q0"":""""}","","","","","",""
"","order","14","34873","0.0-14.0","23.8.2023, 0:58:34","conditionB","1455.5999999642372","","","[""5_5"",""5_6"",""5_7"",""5_8""]","[]","[]","",""
"","html-button-response","15","35774","0.0-15.0","23.8.2023, 0:58:34","conditionB","897.5","","","","","","<p>How difficult was it to order the pictures?</p>","2"
"","survey-text","16","36461","0.0-16.0","23.8.2023, 0:58:34","conditionB","684.4000000357628","{""Q0"":""""}","","","","","",""
"","order","17","37596","0.0-17.0","23.8.2023, 0:58:34","conditionB","1134.6000000238419","","","[""9_1"",""9_2"",""9_3"",""9_4""]","[]","[]","",""
"","html-button-response","18","38800","0.0-18.0","23.8.2023, 0:58:34","conditionB","1202.800000011921","","","","","","<p>How difficult was it to order the pictures?</p>","3"
"","survey-text","19","39585","0.0-19.0","23.8.2023, 0:58:34","conditionB","782","{""Q0"":""""}","","","","","",""
"","order","20","48341","0.0-20.0","23.8.2023, 0:58:34","conditionB","8755","","","[""1_4"",""1_2"",""1_1"",""1_3""]","[{""src"":""http://34.125.186.26/images/1_1.jpg"",""x"":639,""y"":338,""move_time"":3190},{""src"":""http://34.125.186.26/images/1_1.jpg"",""x"":316,""y"":338,""move_time"":1520},{""src"":""http://34.125.186.26/images/1_2.jpg"",""x"":477,""y"":338,""move_time"":1058},{""src"":""http://34.125.186.26/images/1_4.jpg"",""x"":800,""y"":338,""move_time"":1504},{""src"":""http://34.125.186.26/images/1_3.jpg"",""x"":639,""y"":338,""move_time"":854}]","[{""src"":""http://34.125.186.26/images/1_1.jpg"",""x"":316,""y"":338,""move_time"":1520},{""src"":""http://34.125.186.26/images/1_2.jpg"",""x"":477,""y"":338,""move_time"":1058},{""src"":""http://34.125.186.26/images/1_3.jpg"",""x"":639,""y"":338,""move_time"":854},{""src"":""http://34.125.186.26/images/1_4.jpg"",""x"":800,""y"":338,""move_time"":1504}]","",""
"","html-button-response","21","49333","0.0-21.0","23.8.2023, 0:58:34","conditionB","990.1999999880791","","","","","","<p>How difficult was it to order the pictures?</p>","2"
"","survey-text","22","50007","0.0-22.0","23.8.2023, 0:58:34","conditionB","672.5999999642372","{""Q0"":""""}","","","","","",""
"","order","23","56913","0.0-23.0","23.8.2023, 0:58:34","conditionB","6904.800000011921","","","[""8_2"",""8_4"",""8_1"",""8_3""]","[{""src"":""http://34.125.186.26/images/8_1.jpg"",""x"":316,""y"":338,""move_time"":1488},{""src"":""http://34.125.186.26/images/8_2.jpg"",""x"":477,""y"":338,""move_time"":2254},{""src"":""http://34.125.186.26/images/8_3.jpg"",""x"":639,""y"":338,""move_time"":989},{""src"":""http://34.125.186.26/images/8_4.jpg"",""x"":800,""y"":338,""move_time"":1317}]","[{""src"":""http://34.125.186.26/images/8_1.jpg"",""x"":316,""y"":338,""move_time"":1488},{""src"":""http://34.125.186.26/images/8_2.jpg"",""x"":477,""y"":338,""move_time"":2254},{""src"":""http://34.125.186.26/images/8_3.jpg"",""x"":639,""y"":338,""move_time"":989},{""src"":""http://34.125.186.26/images/8_4.jpg"",""x"":800,""y"":338,""move_time"":1317}]","",""
"","html-button-response","24","58569","0.0-24.0","23.8.2023, 0:58:34","conditionB","1654.199999988079","","","","","","<p>How difficult was it to order the pictures?</p>","4"
"","survey-text","25","59391","0.0-25.0","23.8.2023, 0:58:34","conditionB","819.5999999642372","{""Q0"":""""}","","","","","",""
"","order","26","60381","0.0-26.0","23.8.2023, 0:58:34","conditionB","990.1000000238419","","","[""6_5"",""6_6"",""6_7"",""6_8""]","[]","[]","",""
"","html-button-response","27","61438","0.0-27.0","23.8.2023, 0:58:34","conditionB","1055.699999988079","","","","","","<p>How difficult was it to order the pictures?</p>","3"
"","survey-text","28","62174","0.0-28.0","23.8.2023, 0:58:34","conditionB","733.3000000119209","{""Q0"":""""}","","","","","",""
"","order","29","63409","0.0-29.0","23.8.2023, 0:58:34","conditionB","1234.199999988079","","","[""4_5"",""4_6"",""4_7"",""4_8""]","[]","[]","",""
"","html-button-response","30","64194","0.0-30.0","23.8.2023, 0:58:34","conditionB","783.5","","","","","","<p>How difficult was it to order the pictures?</p>","3"
"","survey-text","31","65446","0.0-31.0","23.8.2023, 0:58:34","conditionB","1249.7999999523163","{""Q0"":""""}","","","","","",""
"","survey-text","32","66118","0.0-32.0","23.8.2023, 0:58:34","conditionB","670.3999999761581","{""Q0"":""""}","","","","","",""
"","instructions","33","67461","0.0-33.0","23.8.2023, 0:58:34","conditionB","1342.300000011921","","[{""page_index"":0,""viewing_time"":1342}]","","","","",""
