"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","rt","responses","view_history","initial_locations","moves","final_locations_3","number_of_moves","stimulus","button_pressed"
"","survey-text","10","18156","0.0-10.0","8/23/2023, 2:03:12 AM","conditionB","752.5","{""Q0"":""""}","","","","","","",""
"","order","11","19683","0.0-11.0","8/23/2023, 2:03:12 AM","conditionB","1525","","","[""3_2"",""3_1"",""3_4"",""3_3""]","[]","[{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":39,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":200,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":361,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":523,""y"":397}]","0","",""
"","html-button-response","12","20788","0.0-12.0","8/23/2023, 2:03:12 AM","conditionB","1102.4000000357628","","","","","","","<p>How difficult was it to order the pictures?</p>","2"
"","survey-text","13","21975","0.0-13.0","8/23/2023, 2:03:12 AM","conditionB","1183.8999999761581","{""Q0"":""""}","","","","","","",""
"","order","14","23463","0.0-14.0","8/23/2023, 2:03:12 AM","conditionB","1487","","","[""4_5"",""5_6"",""5_7"",""5_8""]","[]","[{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":39,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":200,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":361,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":523,""y"":397}]","0","",""
"","html-button-response","15","24412","0.0-15.0","8/23/2023, 2:03:12 AM","conditionB","946.1999999880791","","","","","","","<p>How difficult was it to order the pictures?</p>","2"
"","survey-text","16","25132","0.0-16.0","8/23/2023, 2:03:12 AM","conditionB","715.8999999761581","{""Q0"":""""}","","","","","","",""
"","order","17","26171","0.0-17.0","8/23/2023, 2:03:12 AM","conditionB","1038","","","[""9_1"",""9_2"",""9_3"",""9_4""]","[]","[{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":39,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":200,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":361,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":523,""y"":397}]","0","",""
"","html-button-response","18","27072","0.0-18.0","8/23/2023, 2:03:12 AM","conditionB","898.8000000119209","","","","","","","<p>How difficult was it to order the pictures?</p>","2"
"","survey-text","19","27824","0.0-19.0","8/23/2023, 2:03:12 AM","conditionB","748.8000000119209","{""Q0"":""""}","","","","","","",""
"","order","20","29008","0.0-20.0","8/23/2023, 2:03:12 AM","conditionB","1183","","","[""1_4"",""1_2"",""1_1"",""1_3""]","[]","[{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":39,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":200,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":361,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":523,""y"":397}]","0","",""
"","html-button-response","21","29955","0.0-21.0","8/23/2023, 2:03:12 AM","conditionB","945.2000000476837","","","","","","","<p>How difficult was it to order the pictures?</p>","2"
"","survey-text","22","30708","0.0-22.0","8/23/2023, 2:03:12 AM","conditionB","750.1999999880791","{""Q0"":""""}","","","","","","",""
"","order","23","31587","0.0-23.0","8/23/2023, 2:03:12 AM","conditionB","878","","","[""8_2"",""8_4"",""8_1"",""8_3""]","[]","[{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":39,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":200,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":361,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":523,""y"":397}]","0","",""
"","html-button-response","24","32549","0.0-24.0","8/23/2023, 2:03:12 AM","conditionB","959.8999999761581","","","","","","","<p>How difficult was it to order the pictures?</p>","2"
"","survey-text","25","33415","0.0-25.0","8/23/2023, 2:03:12 AM","conditionB","862.8000000119209","{""Q0"":""""}","","","","","","",""
"","order","26","34631","0.0-26.0","8/23/2023, 2:03:12 AM","conditionB","1215","","","[""6_5"",""6_6"",""6_7"",""6_8""]","[]","[{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":39,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":200,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":361,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":523,""y"":397}]","0","",""
"","html-button-response","27","35799","0.0-27.0","8/23/2023, 2:03:12 AM","conditionB","1165.800000011921","","","","","","","<p>How difficult was it to order the pictures?</p>","2"
"","survey-text","28","36515","0.0-28.0","8/23/2023, 2:03:12 AM","conditionB","713.2000000476837","{""Q0"":""""}","","","","","","",""
"","order","29","37795","0.0-29.0","8/23/2023, 2:03:12 AM","conditionB","1279","","","[""4_5"",""4_6"",""4_7"",""4_8""]","[]","[{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":39,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":200,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":361,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":523,""y"":397}]","0","",""
"","html-button-response","30","39095","0.0-30.0","8/23/2023, 2:03:12 AM","conditionB","1298.3999999761581","","","","","","","<p>How difficult was it to order the pictures?</p>","2"
"","survey-text","31","40011","0.0-31.0","8/23/2023, 2:03:12 AM","conditionB","912.1000000238419","{""Q0"":""""}","","","","","","",""
"","survey-text","32","41712","0.0-32.0","8/23/2023, 2:03:12 AM","conditionB","1698.300000011921","{""Q0"":""""}","","","","","","",""
"","instructions","33","42739","0.0-33.0","8/23/2023, 2:03:12 AM","conditionB","1026.6000000238419","","[{""page_index"":0,""viewing_time"":1026}]","","","","","",""
