success,trial_type,trial_index,time_elapsed,internal_node_id,subject,condition,view_history,rt,initial_locations,moves,final_locations_3,number_of_moves,stimulus,button_pressed,responses
,order,10,84924,0.0-10.0,"8/24/2023, 12:44:07 PM",conditionS,,14130,"[""3_2"",""3_1"",""3_4"",""3_3""]","[{""src"":""http://34.125.186.26/images/3_1.jpg"",""x"":316,""y"":421,""move_time"":7028},{""src"":""http://34.125.186.26/images/3_2.jpg"",""x"":478,""y"":421,""move_time"":1731},{""src"":""http://34.125.186.26/images/3_3.jpg"",""x"":640,""y"":421,""move_time"":2076},{""src"":""http://34.125.186.26/images/3_4.jpg"",""x"":802,""y"":421,""move_time"":1786}]","[{""src"":""http://34.125.186.26/images/3_1.jpg"",""x"":316,""y"":421},{""src"":""http://34.125.186.26/images/3_2.jpg"",""x"":478,""y"":421},{""src"":""http://34.125.186.26/images/3_3.jpg"",""x"":640,""y"":421},{""src"":""http://34.125.186.26/images/3_4.jpg"",""x"":802,""y"":421}]",4,,,
,html-button-response,11,86596,0.0-11.0,"8/24/2023, 12:44:07 PM",conditionS,,1670,,,,,<p>How difficult was it to order the pictures?</p>,2,
,survey-text,12,89022,0.0-12.0,"8/24/2023, 12:44:07 PM",conditionS,,2418,,,,,,,"{""Q0"":""As per the insection made my decision.""}"
,order,13,103971,0.0-13.0,"8/24/2023, 12:44:07 PM",conditionS,,14940,"[""5_5"",""5_6"",""5_7"",""5_8""]","[{""src"":""http://34.125.186.26/images/5_7.jpg"",""x"":316,""y"":421,""move_time"":2962},{""src"":""http://34.125.186.26/images/5_6.jpg"",""x"":316,""y"":421,""move_time"":2469},{""src"":""http://34.125.186.26/images/5_8.jpg"",""x"":316,""y"":182,""move_time"":1886},{""src"":""http://34.125.186.26/images/5_8.jpg"",""x"":802,""y"":421,""move_time"":811},{""src"":""http://34.125.186.26/images/5_7.jpg"",""x"":478,""y"":421,""move_time"":2440},{""src"":""http://34.125.186.26/images/5_5.jpg"",""x"":640,""y"":421,""move_time"":2018}]","[{""src"":""http://34.125.186.26/images/5_6.jpg"",""x"":316,""y"":421},{""src"":""http://34.125.186.26/images/5_7.jpg"",""x"":478,""y"":421},{""src"":""http://34.125.186.26/images/5_5.jpg"",""x"":640,""y"":421},{""src"":""http://34.125.186.26/images/5_8.jpg"",""x"":802,""y"":421}]",6,,,
,html-button-response,14,106365,0.0-14.0,"8/24/2023, 12:44:07 PM",conditionS,,2390,,,,,<p>How difficult was it to order the pictures?</p>,3,
,survey-text,15,108976,0.0-15.0,"8/24/2023, 12:44:07 PM",conditionS,,2606,,,,,,,"{""Q0"":""As per the insection made my decision.""}"
,order,16,137889,0.0-16.0,"8/24/2023, 12:44:07 PM",conditionS,,28905,"[""9_1"",""9_2"",""9_3"",""9_4""]","[{""src"":""http://34.125.186.26/images/9_3.jpg"",""x"":316,""y"":421,""move_time"":7094},{""src"":""http://34.125.186.26/images/9_2.jpg"",""x"":802,""y"":421,""move_time"":16815},{""src"":""http://34.125.186.26/images/9_4.jpg"",""x"":478,""y"":421,""move_time"":1953},{""src"":""http://34.125.186.26/images/9_1.jpg"",""x"":640,""y"":421,""move_time"":1757}]","[{""src"":""http://34.125.186.26/images/9_3.jpg"",""x"":316,""y"":421},{""src"":""http://34.125.186.26/images/9_4.jpg"",""x"":478,""y"":421},{""src"":""http://34.125.186.26/images/9_1.jpg"",""x"":640,""y"":421},{""src"":""http://34.125.186.26/images/9_2.jpg"",""x"":802,""y"":421}]",4,,,
,html-button-response,17,140763,0.0-17.0,"8/24/2023, 12:44:07 PM",conditionS,,2870,,,,,<p>How difficult was it to order the pictures?</p>,3,
,survey-text,18,143539,0.0-18.0,"8/24/2023, 12:44:07 PM",conditionS,,2754,,,,,,,"{""Q0"":""As per the insection made my decision.""}"
,order,19,159395,0.0-19.0,"8/24/2023, 12:44:07 PM",conditionS,,15850,"[""1_4"",""1_2"",""1_1"",""1_3""]","[{""src"":""http://34.125.186.26/images/1_1.jpg"",""x"":316,""y"":421,""move_time"":6691},{""src"":""http://34.125.186.26/images/1_2.jpg"",""x"":478,""y"":421,""move_time"":1974},{""src"":""http://34.125.186.26/images/1_3.jpg"",""x"":640,""y"":421,""move_time"":2997},{""src"":""http://34.125.186.26/images/1_4.jpg"",""x"":802,""y"":421,""move_time"":2196}]","[{""src"":""http://34.125.186.26/images/1_1.jpg"",""x"":316,""y"":421},{""src"":""http://34.125.186.26/images/1_2.jpg"",""x"":478,""y"":421},{""src"":""http://34.125.186.26/images/1_3.jpg"",""x"":640,""y"":421},{""src"":""http://34.125.186.26/images/1_4.jpg"",""x"":802,""y"":421}]",4,,,
,html-button-response,20,161280,0.0-20.0,"8/24/2023, 12:44:07 PM",conditionS,,1883,,,,,<p>How difficult was it to order the pictures?</p>,2,
,survey-text,21,164868,0.0-21.0,"8/24/2023, 12:44:07 PM",conditionS,,3582,,,,,,,"{""Q0"":""As per the insection made my decision.""}"
,order,22,176899,0.0-22.0,"8/24/2023, 12:44:07 PM",conditionS,,12023,"[""8_2"",""8_4"",""8_1"",""8_3""]","[{""src"":""http://34.125.186.26/images/8_1.jpg"",""x"":316,""y"":421,""move_time"":4604},{""src"":""http://34.125.186.26/images/8_2.jpg"",""x"":478,""y"":421,""move_time"":1835},{""src"":""http://34.125.186.26/images/8_3.jpg"",""x"":640,""y"":421,""move_time"":2081},{""src"":""http://34.125.186.26/images/8_4.jpg"",""x"":802,""y"":421,""move_time"":1810}]","[{""src"":""http://34.125.186.26/images/8_1.jpg"",""x"":316,""y"":421},{""src"":""http://34.125.186.26/images/8_2.jpg"",""x"":478,""y"":421},{""src"":""http://34.125.186.26/images/8_3.jpg"",""x"":640,""y"":421},{""src"":""http://34.125.186.26/images/8_4.jpg"",""x"":802,""y"":421}]",4,,,
,html-button-response,23,178756,0.0-23.0,"8/24/2023, 12:44:07 PM",conditionS,,1855,,,,,<p>How difficult was it to order the pictures?</p>,3,
,survey-text,24,181928,0.0-24.0,"8/24/2023, 12:44:07 PM",conditionS,,3163,,,,,,,"{""Q0"":""As per the insection made my decision.""}"
,order,25,194514,0.0-25.0,"8/24/2023, 12:44:07 PM",conditionS,,12583,"[""6_5"",""6_6"",""6_7"",""6_8""]","[{""src"":""http://34.125.186.26/images/6_7.jpg"",""x"":640,""y"":421,""move_time"":2135},{""src"":""http://34.125.186.26/images/6_6.jpg"",""x"":802,""y"":421,""move_time"":4591},{""src"":""http://34.125.186.26/images/6_5.jpg"",""x"":316,""y"":421,""move_time"":2684},{""src"":""http://34.125.186.26/images/6_8.jpg"",""x"":478,""y"":421,""move_time"":1714}]","[{""src"":""http://34.125.186.26/images/6_5.jpg"",""x"":316,""y"":421},{""src"":""http://34.125.186.26/images/6_8.jpg"",""x"":478,""y"":421},{""src"":""http://34.125.186.26/images/6_7.jpg"",""x"":640,""y"":421},{""src"":""http://34.125.186.26/images/6_6.jpg"",""x"":802,""y"":421}]",4,,,
,html-button-response,26,195739,0.0-26.0,"8/24/2023, 12:44:07 PM",conditionS,,1221,,,,,<p>How difficult was it to order the pictures?</p>,2,
,survey-text,27,198610,0.0-27.0,"8/24/2023, 12:44:07 PM",conditionS,,2853,,,,,,,"{""Q0"":""As per the insection made my decision.""}"
,order,28,213865,0.0-28.0,"8/24/2023, 12:44:07 PM",conditionS,,15251,"[""4_5"",""4_6"",""4_7"",""4_8""]","[{""src"":""http://34.125.186.26/images/4_6.jpg"",""x"":316,""y"":421,""move_time"":4866},{""src"":""http://34.125.186.26/images/4_7.jpg"",""x"":478,""y"":421,""move_time"":2090},{""src"":""http://34.125.186.26/images/4_8.jpg"",""x"":640,""y"":421,""move_time"":1271},{""src"":""http://34.125.186.26/images/4_5.jpg"",""x"":802,""y"":421,""move_time"":2164},{""src"":""http://34.125.186.26/images/4_8.jpg"",""x"":478,""y"":421,""move_time"":2940}]","[{""src"":""http://34.125.186.26/images/4_6.jpg"",""x"":316,""y"":421},{""src"":""http://34.125.186.26/images/4_8.jpg"",""x"":478,""y"":421},{""src"":""http://34.125.186.26/images/4_7.jpg"",""x"":640,""y"":421},{""src"":""http://34.125.186.26/images/4_5.jpg"",""x"":802,""y"":421}]",5,,,
,html-button-response,29,215860,0.0-29.0,"8/24/2023, 12:44:07 PM",conditionS,,1992,,,,,<p>How difficult was it to order the pictures?</p>,2,
,survey-text,30,218818,0.0-30.0,"8/24/2023, 12:44:07 PM",conditionS,,2954,,,,,,,"{""Q0"":""As per the insection made my decision.""}"
,survey-text,31,227906,0.0-31.0,"8/24/2023, 12:44:07 PM",conditionS,,9043,,,,,,,"{""Q0"":""27""}"
,survey-text,32,260132,0.0-32.0,"8/24/2023, 12:44:07 PM",conditionS,,32049,,,,,,,"{""Q0"":""FEMALE""}"
,instructions,33,265325,0.0-33.0,"8/24/2023, 12:44:07 PM",conditionS,"[{""page_index"":0,""viewing_time"":5187}]",5189,,,,,,,
