"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","rt","responses","view_history","initial_locations","moves","final_locations","stimulus","button_pressed"
"","survey-text","10","19029","0.0-10.0","23.8.2023, 1:54:39","conditionB","755.1000000238419","{""Q0"":""""}","","","","","",""
"","order","11","20181","0.0-11.0","23.8.2023, 1:54:39","conditionB","1151.1000000238419","","","[""3_2"",""3_1"",""3_4"",""3_3""]","[]","[]","",""
"","html-button-response","12","21541","0.0-12.0","23.8.2023, 1:54:39","conditionB","1359","","","","","","<p>How difficult was it to order the pictures?</p>","2"
"","survey-text","13","22457","0.0-13.0","23.8.2023, 1:54:39","conditionB","914.8000000119209","{""Q0"":""""}","","","","","",""
"","order","14","23721","0.0-14.0","23.8.2023, 1:54:39","conditionB","1263.5","","","[""4_5"",""5_6"",""5_7"",""5_8""]","[]","[]","",""
"","html-button-response","15","24685","0.0-15.0","23.8.2023, 1:54:39","conditionB","963.2999999523163","","","","","","<p>How difficult was it to order the pictures?</p>","2"
"","survey-text","16","25245","0.0-16.0","23.8.2023, 1:54:39","conditionB","558.3000000119209","{""Q0"":""""}","","","","","",""
"","order","17","26397","0.0-17.0","23.8.2023, 1:54:39","conditionB","1151","","","[""9_1"",""9_2"",""9_3"",""9_4""]","[]","[]","",""
"","html-button-response","18","27214","0.0-18.0","23.8.2023, 1:54:39","conditionB","815.0999999642372","","","","","","<p>How difficult was it to order the pictures?</p>","2"
"","survey-text","19","28065","0.0-19.0","23.8.2023, 1:54:39","conditionB","849.6000000238419","{""Q0"":""""}","","","","","",""
"","order","20","29553","0.0-20.0","23.8.2023, 1:54:39","conditionB","1487.1000000238419","","","[""1_4"",""1_2"",""1_1"",""1_3""]","[]","[]","",""
"","html-button-response","21","30193","0.0-21.0","23.8.2023, 1:54:39","conditionB","639","","","","","","<p>How difficult was it to order the pictures?</p>","2"
"","survey-text","22","31013","0.0-22.0","23.8.2023, 1:54:39","conditionB","818.8000000119209","{""Q0"":""""}","","","","","",""
"","order","23","32581","0.0-23.0","23.8.2023, 1:54:39","conditionB","1567.699999988079","","","[""8_2"",""8_4"",""8_1"",""8_3""]","[]","[]","",""
"","html-button-response","24","33526","0.0-24.0","23.8.2023, 1:54:39","conditionB","943.1000000238419","","","","","","<p>How difficult was it to order the pictures?</p>","3"
"","survey-text","25","34281","0.0-25.0","23.8.2023, 1:54:39","conditionB","754.5","{""Q0"":""""}","","","","","",""
"","order","26","35449","0.0-26.0","23.8.2023, 1:54:39","conditionB","1167.2000000476837","","","[""6_5"",""6_6"",""6_7"",""6_8""]","[]","[]","",""
"","html-button-response","27","36217","0.0-27.0","23.8.2023, 1:54:39","conditionB","767","","","","","","<p>How difficult was it to order the pictures?</p>","3"
"","survey-text","28","36893","0.0-28.0","23.8.2023, 1:54:39","conditionB","675","{""Q0"":""""}","","","","","",""
"","order","29","38221","0.0-29.0","23.8.2023, 1:54:39","conditionB","1327.5","","","[""4_5"",""4_6"",""4_7"",""4_8""]","[]","[]","",""
"","html-button-response","30","39022","0.0-30.0","23.8.2023, 1:54:39","conditionB","799.8999999761581","","","","","","<p>How difficult was it to order the pictures?</p>","3"
"","survey-text","31","39697","0.0-31.0","23.8.2023, 1:54:39","conditionB","673.8999999761581","{""Q0"":""""}","","","","","",""
"","survey-text","32","40499","0.0-32.0","23.8.2023, 1:54:39","conditionB","800.1999999880791","{""Q0"":""""}","","","","","",""
"","instructions","33","41489","0.0-33.0","23.8.2023, 1:54:39","conditionB","989.8000000119209","","[{""page_index"":0,""viewing_time"":989.5}]","","","","",""
