"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","rt","responses","view_history","initial_locations","moves","final_locations","stimulus","button_pressed"
"","order","20","171471","0.0-20.0","22.8.2023, 14:25:05","conditionB","27170.5","","","[""1_4"",""1_2"",""1_1"",""1_3""]","[{""src"":""http://34.125.186.26/images/1_4.jpg"",""x"":477,""y"":397,""move_time"":2784},{""src"":""http://34.125.186.26/images/1_2.jpg"",""x"":316,""y"":397,""move_time"":1024},{""src"":""http://34.125.186.26/images/1_1.jpg"",""x"":639,""y"":397,""move_time"":1425},{""src"":""http://34.125.186.26/images/1_3.jpg"",""x"":800,""y"":397,""move_time"":779},{""src"":""http://34.125.186.26/images/1_1.jpg"",""x"":316,""y"":397,""move_time"":1663},{""src"":""http://34.125.186.26/images/1_2.jpg"",""x"":477,""y"":397,""move_time"":3270},{""src"":""http://34.125.186.26/images/1_3.jpg"",""x"":639,""y"":397,""move_time"":11742}]","[{""src"":""http://34.125.186.26/images/1_1.jpg"",""x"":316,""y"":397,""move_time"":1663},{""src"":""http://34.125.186.26/images/1_2.jpg"",""x"":477,""y"":397,""move_time"":3270},{""src"":""http://34.125.186.26/images/1_4.jpg"",""x"":477,""y"":397,""move_time"":2784},{""src"":""http://34.125.186.26/images/1_3.jpg"",""x"":639,""y"":397,""move_time"":11742}]","",""
"","html-button-response","21","172784","0.0-21.0","22.8.2023, 14:25:05","conditionB","1311.3999999761581","","","","","","<p>How difficult was it to order the pictures?</p>","2"
"","survey-text","22","173560","0.0-22.0","22.8.2023, 14:25:05","conditionB","775","{""Q0"":""""}","","","","","",""
"","order","23","186260","0.0-23.0","22.8.2023, 14:25:05","conditionB","12698.899999976158","","","[""8_2"",""8_4"",""8_1"",""8_3""]","[{""src"":""http://34.125.186.26/images/8_1.jpg"",""x"":316,""y"":397,""move_time"":3838},{""src"":""http://34.125.186.26/images/8_3.jpg"",""x"":477,""y"":397,""move_time"":1985},{""src"":""http://34.125.186.26/images/8_4.jpg"",""x"":800,""y"":397,""move_time"":3066},{""src"":""http://34.125.186.26/images/8_2.jpg"",""x"":639,""y"":397,""move_time"":1380},{""src"":""http://34.125.186.26/images/8_2.jpg"",""x"":477,""y"":397,""move_time"":753}]","[{""src"":""http://34.125.186.26/images/8_1.jpg"",""x"":316,""y"":397,""move_time"":3838},{""src"":""http://34.125.186.26/images/8_2.jpg"",""x"":477,""y"":397,""move_time"":753},{""src"":""http://34.125.186.26/images/8_3.jpg"",""x"":477,""y"":397,""move_time"":1985},{""src"":""http://34.125.186.26/images/8_4.jpg"",""x"":800,""y"":397,""move_time"":3066}]","",""
"","html-button-response","24","188180","0.0-24.0","22.8.2023, 14:25:05","conditionB","1919.5","","","","","","<p>How difficult was it to order the pictures?</p>","1"
"","survey-text","25","189337","0.0-25.0","22.8.2023, 14:25:05","conditionB","1155","{""Q0"":""""}","","","","","",""
"","order","26","196872","0.0-26.0","22.8.2023, 14:25:05","conditionB","7534.5","","","[""6_5"",""6_6"",""6_7"",""6_8""]","[{""src"":""http://34.125.186.26/images/6_5.jpg"",""x"":316,""y"":397,""move_time"":1588},{""src"":""http://34.125.186.26/images/6_6.jpg"",""x"":477,""y"":397,""move_time"":835},{""src"":""http://34.125.186.26/images/6_7.jpg"",""x"":639,""y"":397,""move_time"":1616},{""src"":""http://34.125.186.26/images/6_8.jpg"",""x"":800,""y"":397,""move_time"":895}]","[{""src"":""http://34.125.186.26/images/6_5.jpg"",""x"":316,""y"":397,""move_time"":1588},{""src"":""http://34.125.186.26/images/6_6.jpg"",""x"":477,""y"":397,""move_time"":835},{""src"":""http://34.125.186.26/images/6_7.jpg"",""x"":639,""y"":397,""move_time"":1616},{""src"":""http://34.125.186.26/images/6_8.jpg"",""x"":800,""y"":397,""move_time"":895}]","",""
"","html-button-response","27","200401","0.0-27.0","22.8.2023, 14:25:05","conditionB","3527.199999988079","","","","","","<p>How difficult was it to order the pictures?</p>","3"
"","survey-text","28","201424","0.0-28.0","22.8.2023, 14:25:05","conditionB","1022.4000000357628","{""Q0"":""""}","","","","","",""
"","order","29","212464","0.0-29.0","22.8.2023, 14:25:05","conditionB","11039.200000047684","","","[""4_5"",""4_6"",""4_7"",""4_8""]","[{""src"":""http://34.125.186.26/images/4_5.jpg"",""x"":316,""y"":397,""move_time"":3741},{""src"":""http://34.125.186.26/images/4_6.jpg"",""x"":477,""y"":397,""move_time"":1488},{""src"":""http://34.125.186.26/images/4_7.jpg"",""x"":639,""y"":397,""move_time"":883},{""src"":""http://34.125.186.26/images/4_8.jpg"",""x"":800,""y"":397,""move_time"":896},{""src"":""http://34.125.186.26/images/4_7.jpg"",""x"":477,""y"":397,""move_time"":1550},{""src"":""http://34.125.186.26/images/4_8.jpg"",""x"":639,""y"":397,""move_time"":1462}]","[{""src"":""http://34.125.186.26/images/4_5.jpg"",""x"":316,""y"":397,""move_time"":3741},{""src"":""http://34.125.186.26/images/4_7.jpg"",""x"":477,""y"":397,""move_time"":1550},{""src"":""http://34.125.186.26/images/4_6.jpg"",""x"":477,""y"":397,""move_time"":1488},{""src"":""http://34.125.186.26/images/4_8.jpg"",""x"":639,""y"":397,""move_time"":1462}]","",""
"","html-button-response","30","214157","0.0-30.0","22.8.2023, 14:25:05","conditionB","1691.300000011921","","","","","","<p>How difficult was it to order the pictures?</p>","4"
"","survey-text","31","215028","0.0-31.0","22.8.2023, 14:25:05","conditionB","869.4000000357628","{""Q0"":""""}","","","","","",""
"","survey-text","32","215572","0.0-32.0","22.8.2023, 14:25:05","conditionB","543","{""Q0"":""""}","","","","","",""
"","instructions","33","216504","0.0-33.0","22.8.2023, 14:25:05","conditionB","931.4000000357628","","[{""page_index"":0,""viewing_time"":931.1000000238419}]","","","","",""
