"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","rt","responses","view_history","initial_locations","moves","final_locations","stimulus","button_pressed"
"","order","20","77343","0.0-20.0","23.8.2023, 0:45:00","conditionC","11298.399999976158","","","[""1_4"",""1_2"",""1_1"",""1_3""]","[{""src"":""http://34.125.186.26/images/1_4.jpg"",""x"":477,""y"":397,""move_time"":1660},{""src"":""http://34.125.186.26/images/1_1.jpg"",""x"":316,""y"":397,""move_time"":1398},{""src"":""http://34.125.186.26/images/1_2.jpg"",""x"":639,""y"":397,""move_time"":1064},{""src"":""http://34.125.186.26/images/1_3.jpg"",""x"":639,""y"":397,""move_time"":1043},{""src"":""http://34.125.186.26/images/1_3.jpg"",""x"":800,""y"":397,""move_time"":1318},{""src"":""http://34.125.186.26/images/1_2.jpg"",""x"":639,""y"":397,""move_time"":1222},{""src"":""http://34.125.186.26/images/1_3.jpg"",""x"":639,""y"":397,""move_time"":1226},{""src"":""http://34.125.186.26/images/1_4.jpg"",""x"":800,""y"":397,""move_time"":976}]","[{""src"":""http://34.125.186.26/images/1_1.jpg"",""x"":316,""y"":397,""move_time"":1398},{""src"":""http://34.125.186.26/images/1_3.jpg"",""x"":639,""y"":397,""move_time"":1226},{""src"":""http://34.125.186.26/images/1_2.jpg"",""x"":639,""y"":397,""move_time"":1222},{""src"":""http://34.125.186.26/images/1_4.jpg"",""x"":800,""y"":397,""move_time"":976}]","",""
"","html-button-response","21","78371","0.0-21.0","23.8.2023, 0:45:00","conditionC","1027.2999999523163","","","","","","<p>How difficult was it to order the pictures?</p>","2"
"","survey-text","22","79012","0.0-22.0","23.8.2023, 0:45:00","conditionC","638.6999999880791","{""Q0"":""""}","","","","","",""
"","order","23","84586","0.0-23.0","23.8.2023, 0:45:00","conditionC","5573.700000047684","","","[""8_2"",""8_4"",""8_1"",""8_3""]","[{""src"":""http://34.125.186.26/images/8_4.jpg"",""x"":800,""y"":397,""move_time"":1872},{""src"":""http://34.125.186.26/images/8_3.jpg"",""x"":639,""y"":397,""move_time"":730},{""src"":""http://34.125.186.26/images/8_1.jpg"",""x"":316,""y"":397,""move_time"":1065},{""src"":""http://34.125.186.26/images/8_2.jpg"",""x"":477,""y"":397,""move_time"":1002}]","[{""src"":""http://34.125.186.26/images/8_1.jpg"",""x"":316,""y"":397,""move_time"":1065},{""src"":""http://34.125.186.26/images/8_2.jpg"",""x"":477,""y"":397,""move_time"":1002},{""src"":""http://34.125.186.26/images/8_3.jpg"",""x"":639,""y"":397,""move_time"":730},{""src"":""http://34.125.186.26/images/8_4.jpg"",""x"":800,""y"":397,""move_time"":1872}]","",""
"","html-button-response","24","85660","0.0-24.0","23.8.2023, 0:45:00","conditionC","1072.300000011921","","","","","","<p>How difficult was it to order the pictures?</p>","2"
"","survey-text","25","86480","0.0-25.0","23.8.2023, 0:45:00","conditionC","818.6000000238419","{""Q0"":""""}","","","","","",""
"","order","26","90532","0.0-26.0","23.8.2023, 0:45:00","conditionC","4057.899999976158","","","[""6_5"",""6_6"",""6_7"",""6_8""]","[{""src"":""http://34.125.186.26/images/6_5.jpg"",""x"":316,""y"":397,""move_time"":823},{""src"":""http://34.125.186.26/images/6_6.jpg"",""x"":477,""y"":397,""move_time"":592},{""src"":""http://34.125.186.26/images/6_7.jpg"",""x"":639,""y"":397,""move_time"":566},{""src"":""http://34.125.186.26/images/6_8.jpg"",""x"":800,""y"":397,""move_time"":647}]","[{""src"":""http://34.125.186.26/images/6_5.jpg"",""x"":316,""y"":397,""move_time"":823},{""src"":""http://34.125.186.26/images/6_6.jpg"",""x"":477,""y"":397,""move_time"":592},{""src"":""http://34.125.186.26/images/6_7.jpg"",""x"":639,""y"":397,""move_time"":566},{""src"":""http://34.125.186.26/images/6_8.jpg"",""x"":800,""y"":397,""move_time"":647}]","",""
"","html-button-response","27","91492","0.0-27.0","23.8.2023, 0:45:00","conditionC","959.3000000119209","","","","","","<p>How difficult was it to order the pictures?</p>","2"
"","survey-text","28","92492","0.0-28.0","23.8.2023, 0:45:00","conditionC","998.5999999642372","{""Q0"":""""}","","","","","",""
"","order","29","99376","0.0-29.0","23.8.2023, 0:45:00","conditionC","6883.400000035763","","","[""4_5"",""4_6"",""4_7"",""4_8""]","[{""src"":""http://34.125.186.26/images/4_5.jpg"",""x"":316,""y"":397,""move_time"":963},{""src"":""http://34.125.186.26/images/4_6.jpg"",""x"":316,""y"":397,""move_time"":896},{""src"":""http://34.125.186.26/images/4_5.jpg"",""x"":477,""y"":397,""move_time"":1228},{""src"":""http://34.125.186.26/images/4_7.jpg"",""x"":639,""y"":397,""move_time"":1437},{""src"":""http://34.125.186.26/images/4_8.jpg"",""x"":800,""y"":397,""move_time"":751}]","[{""src"":""http://34.125.186.26/images/4_6.jpg"",""x"":316,""y"":397,""move_time"":896},{""src"":""http://34.125.186.26/images/4_5.jpg"",""x"":477,""y"":397,""move_time"":1228},{""src"":""http://34.125.186.26/images/4_7.jpg"",""x"":639,""y"":397,""move_time"":1437},{""src"":""http://34.125.186.26/images/4_8.jpg"",""x"":800,""y"":397,""move_time"":751}]","",""
"","html-button-response","30","100400","0.0-30.0","23.8.2023, 0:45:00","conditionC","1022.8999999761581","","","","","","<p>How difficult was it to order the pictures?</p>","3"
"","survey-text","31","101380","0.0-31.0","23.8.2023, 0:45:00","conditionC","979","{""Q0"":""""}","","","","","",""
"","survey-text","32","103316","0.0-32.0","23.8.2023, 0:45:00","conditionC","1933","{""Q0"":""""}","","","","","",""
"","instructions","33","104657","0.0-33.0","23.8.2023, 0:45:00","conditionC","1339.8999999761581","","[{""page_index"":0,""viewing_time"":1339.5}]","","","","",""
