"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","rt","responses","view_history","initial_locations","moves","final_locations_3","number_of_moves","stimulus","button_pressed"
"","survey-text","10","22846","0.0-10.0","23.8.2023, 2:36:51","conditionA","654","{""Q0"":""""}","","","","","","",""
"","order","11","24225","0.0-11.0","23.8.2023, 2:36:51","conditionA","1379","","","[""3_2"",""3_1"",""3_4"",""3_3""]","[]","[{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":316,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":477,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":639,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":800,""y"":397}]","0","",""
"","html-button-response","12","25153","0.0-12.0","23.8.2023, 2:36:51","conditionA","926.7999999523163","","","","","","","<p>How difficult was it to order the pictures?</p>","3"
"","survey-text","13","25793","0.0-13.0","23.8.2023, 2:36:51","conditionA","638.1999999880791","{""Q0"":""""}","","","","","","",""
"","order","14","27526","0.0-14.0","23.8.2023, 2:36:51","conditionA","1731","","","[""4_5"",""5_6"",""5_7"",""5_8""]","[]","[{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":316,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":477,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":639,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":800,""y"":397}]","0","",""
"","html-button-response","15","28437","0.0-15.0","23.8.2023, 2:36:51","conditionA","910.3999999761581","","","","","","","<p>How difficult was it to order the pictures?</p>","2"
"","survey-text","16","29403","0.0-16.0","23.8.2023, 2:36:51","conditionA","962.7999999523163","{""Q0"":""""}","","","","","","",""
"","order","17","30513","0.0-17.0","23.8.2023, 2:36:51","conditionA","1110","","","[""9_1"",""9_2"",""9_3"",""9_4""]","[]","[{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":316,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":477,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":639,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":800,""y"":397}]","0","",""
"","html-button-response","18","31618","0.0-18.0","23.8.2023, 2:36:51","conditionA","1103.199999988079","","","","","","","<p>How difficult was it to order the pictures?</p>","2"
"","survey-text","19","33389","0.0-19.0","23.8.2023, 2:36:51","conditionA","1769.8999999761581","{""Q0"":""""}","","","","","","",""
"","order","20","34526","0.0-20.0","23.8.2023, 2:36:51","conditionA","1135","","","[""1_4"",""1_2"",""1_1"",""1_3""]","[]","[{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":316,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":477,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":639,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":800,""y"":397}]","0","",""
"","html-button-response","21","35681","0.0-21.0","23.8.2023, 2:36:51","conditionA","1154.5","","","","","","","<p>How difficult was it to order the pictures?</p>","2"
"","survey-text","22","36434","0.0-22.0","23.8.2023, 2:36:51","conditionA","750.6000000238419","{""Q0"":""""}","","","","","","",""
"","order","23","38081","0.0-23.0","23.8.2023, 2:36:51","conditionA","1645","","","[""8_2"",""8_4"",""8_1"",""8_3""]","[]","[{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":316,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":477,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":639,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":800,""y"":397}]","0","",""
"","html-button-response","24","39205","0.0-24.0","23.8.2023, 2:36:51","conditionA","1123.3999999761581","","","","","","","<p>How difficult was it to order the pictures?</p>","2"
"","survey-text","25","40198","0.0-25.0","23.8.2023, 2:36:51","conditionA","990.1999999880791","{""Q0"":""""}","","","","","","",""
"","order","26","41513","0.0-26.0","23.8.2023, 2:36:51","conditionA","1314","","","[""6_5"",""6_6"",""6_7"",""6_8""]","[]","[{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":316,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":477,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":639,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":800,""y"":397}]","0","",""
"","html-button-response","27","42249","0.0-27.0","23.8.2023, 2:36:51","conditionA","734.8000000119209","","","","","","","<p>How difficult was it to order the pictures?</p>","2"
"","survey-text","28","42873","0.0-28.0","23.8.2023, 2:36:51","conditionA","622.3000000119209","{""Q0"":""""}","","","","","","",""
"","order","29","44605","0.0-29.0","23.8.2023, 2:36:51","conditionA","1731","","","[""4_5"",""4_6"",""4_7"",""4_8""]","[]","[{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":316,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":477,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":639,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":800,""y"":397}]","0","",""
"","html-button-response","30","45421","0.0-30.0","23.8.2023, 2:36:51","conditionA","814.7000000476837","","","","","","","<p>How difficult was it to order the pictures?</p>","2"
"","survey-text","31","46094","0.0-31.0","23.8.2023, 2:36:51","conditionA","671.5999999642372","{""Q0"":""""}","","","","","","",""
"","instructions","32","46901","0.0-32.0","23.8.2023, 2:36:51","conditionA","806","","[{""page_index"":0,""viewing_time"":805.6999999880791}]","","","","","",""
