"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","rt","responses","view_history","initial_locations","moves","final_locations","stimulus","button_pressed"
"","survey-text","10","19850","0.0-10.0","23.8.2023, 0:43:08","conditionC","702.8000000119209","{""Q0"":""""}","","","","","",""
"","order","11","23434","0.0-11.0","23.8.2023, 0:43:08","conditionC","3582.399999976158","","","[""3_2"",""3_1"",""3_4"",""3_3""]","[{""src"":""http://34.125.186.26/images/3_4.jpg"",""x"":639,""y"":397,""move_time"":2627}]","[{""src"":""http://34.125.186.26/images/3_4.jpg"",""x"":639,""y"":397,""move_time"":2627}]","",""
"","html-button-response","12","24346","0.0-12.0","23.8.2023, 0:43:08","conditionC","911.3000000119209","","","","","","<p>How difficult was it to order the pictures?</p>","3"
"","survey-text","13","25530","0.0-13.0","23.8.2023, 0:43:08","conditionC","1181.5","{""Q0"":""""}","","","","","",""
"","order","14","27046","0.0-14.0","23.8.2023, 0:43:08","conditionC","1515.6000000238419","","","[""5_5"",""5_6"",""5_7"",""5_8""]","[{""src"":""http://34.125.186.26/images/5_7.jpg"",""x"":639,""y"":397,""move_time"":861}]","[{""src"":""http://34.125.186.26/images/5_7.jpg"",""x"":639,""y"":397,""move_time"":861}]","",""
"","html-button-response","15","28094","0.0-15.0","23.8.2023, 0:43:08","conditionC","1046.2000000476837","","","","","","<p>How difficult was it to order the pictures?</p>","3"
"","survey-text","16","29122","0.0-16.0","23.8.2023, 0:43:08","conditionC","1026.800000011921","{""Q0"":""""}","","","","","",""
"","order","17","30794","0.0-17.0","23.8.2023, 0:43:08","conditionC","1670.8999999761581","","","[""9_1"",""9_2"",""9_3"",""9_4""]","[{""src"":""http://34.125.186.26/images/9_3.jpg"",""x"":639,""y"":397,""move_time"":766}]","[{""src"":""http://34.125.186.26/images/9_3.jpg"",""x"":639,""y"":397,""move_time"":766}]","",""
"","html-button-response","18","31770","0.0-18.0","23.8.2023, 0:43:08","conditionC","975.3000000119209","","","","","","<p>How difficult was it to order the pictures?</p>","2"
"","survey-text","19","32767","0.0-19.0","23.8.2023, 0:43:08","conditionC","995.3999999761581","{""Q0"":""""}","","","","","",""
"","order","20","34829","0.0-20.0","23.8.2023, 0:43:08","conditionC","2061.800000011921","","","[""1_4"",""1_2"",""1_1"",""1_3""]","[{""src"":""http://34.125.186.26/images/1_1.jpg"",""x"":639,""y"":397,""move_time"":836}]","[{""src"":""http://34.125.186.26/images/1_1.jpg"",""x"":639,""y"":397,""move_time"":836}]","",""
"","html-button-response","21","36034","0.0-21.0","23.8.2023, 0:43:08","conditionC","1203.4000000357628","","","","","","<p>How difficult was it to order the pictures?</p>","2"
"","survey-text","22","36802","0.0-22.0","23.8.2023, 0:43:08","conditionC","766.1000000238419","{""Q0"":""""}","","","","","",""
"","order","23","38758","0.0-23.0","23.8.2023, 0:43:08","conditionC","1954.800000011921","","","[""8_2"",""8_4"",""8_1"",""8_3""]","[{""src"":""http://34.125.186.26/images/8_1.jpg"",""x"":639,""y"":397,""move_time"":857}]","[{""src"":""http://34.125.186.26/images/8_1.jpg"",""x"":639,""y"":397,""move_time"":857}]","",""
"","html-button-response","24","39638","0.0-24.0","23.8.2023, 0:43:08","conditionC","878.1999999880791","","","","","","<p>How difficult was it to order the pictures?</p>","2"
"","survey-text","25","40374","0.0-25.0","23.8.2023, 0:43:08","conditionC","735","{""Q0"":""""}","","","","","",""
"","order","26","42330","0.0-26.0","23.8.2023, 0:43:08","conditionC","1954.800000011921","","","[""6_5"",""6_6"",""6_7"",""6_8""]","[{""src"":""http://34.125.186.26/images/6_6.jpg"",""x"":477,""y"":397,""move_time"":1086}]","[{""src"":""http://34.125.186.26/images/6_6.jpg"",""x"":477,""y"":397,""move_time"":1086}]","",""
"","html-button-response","27","43243","0.0-27.0","23.8.2023, 0:43:08","conditionC","912.6000000238419","","","","","","<p>How difficult was it to order the pictures?</p>","3"
"","survey-text","28","44094","0.0-28.0","23.8.2023, 0:43:08","conditionC","848.9000000357628","{""Q0"":""""}","","","","","",""
"","order","29","45486","0.0-29.0","23.8.2023, 0:43:08","conditionC","1391.4000000357628","","","[""4_5"",""4_6"",""4_7"",""4_8""]","[]","[]","",""
"","html-button-response","30","46366","0.0-30.0","23.8.2023, 0:43:08","conditionC","878.8000000119209","","","","","","<p>How difficult was it to order the pictures?</p>","3"
"","survey-text","31","47106","0.0-31.0","23.8.2023, 0:43:08","conditionC","737.2999999523163","{""Q0"":""""}","","","","","",""
"","survey-text","32","47826","0.0-32.0","23.8.2023, 0:43:08","conditionC","719","{""Q0"":""""}","","","","","",""
"","instructions","33","48834","0.0-33.0","23.8.2023, 0:43:08","conditionC","1007.6999999880791","","[{""page_index"":0,""viewing_time"":1007.3999999761581}]","","","","",""
