"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","rt","responses","view_history","initial_locations","moves","final_locations_3","number_of_moves","stimulus","button_pressed"
"","survey-text","10","36920","0.0-10.0","23.8.2023, 2:33:43","conditionC","1151","{""Q0"":""""}","","","","","","",""
"","order","11","42654","0.0-11.0","23.8.2023, 2:33:43","conditionC","5734","","","[""3_2"",""3_1"",""3_4"",""3_3""]","[{""src"":""http://34.125.186.26/images/3_1.jpg"",""x"":316,""y"":397,""move_time"":1659},{""src"":""http://34.125.186.26/images/3_2.jpg"",""x"":477,""y"":397,""move_time"":1012},{""src"":""http://34.125.186.26/images/3_4.jpg"",""x"":800,""y"":397,""move_time"":1263},{""src"":""http://34.125.186.26/images/3_3.jpg"",""x"":639,""y"":397,""move_time"":909}]","[{""src"":""http://34.125.186.26/images/3_1.jpg"",""x"":316,""y"":397},{""src"":""http://34.125.186.26/images/3_2.jpg"",""x"":477,""y"":397},{""src"":""http://34.125.186.26/images/3_3.jpg"",""x"":639,""y"":397},{""src"":""http://34.125.186.26/images/3_4.jpg"",""x"":800,""y"":397}]","4","",""
"","html-button-response","12","43567","0.0-12.0","23.8.2023, 2:33:43","conditionC","910.8000000119209","","","","","","","<p>How difficult was it to order the pictures?</p>","3"
"","survey-text","13","44491","0.0-13.0","23.8.2023, 2:33:43","conditionC","923","{""Q0"":""""}","","","","","","",""
"","order","14","48879","0.0-14.0","23.8.2023, 2:33:43","conditionC","4386","","","[""4_5"",""5_6"",""5_7"",""5_8""]","[{""src"":""http://34.125.186.26/images/4_5.jpg"",""x"":316,""y"":397,""move_time"":1268},{""src"":""http://34.125.186.26/images/5_6.jpg"",""x"":477,""y"":397,""move_time"":606},{""src"":""http://34.125.186.26/images/5_7.jpg"",""x"":639,""y"":397,""move_time"":872},{""src"":""http://34.125.186.26/images/5_8.jpg"",""x"":800,""y"":397,""move_time"":801}]","[{""src"":""http://34.125.186.26/images/4_5.jpg"",""x"":316,""y"":397},{""src"":""http://34.125.186.26/images/5_6.jpg"",""x"":477,""y"":397},{""src"":""http://34.125.186.26/images/5_7.jpg"",""x"":639,""y"":397},{""src"":""http://34.125.186.26/images/5_8.jpg"",""x"":800,""y"":397}]","4","",""
"","html-button-response","15","49835","0.0-15.0","23.8.2023, 2:33:43","conditionC","962.5999999642372","","","","","","","<p>How difficult was it to order the pictures?</p>","3"
"","survey-text","16","51140","0.0-16.0","23.8.2023, 2:33:43","conditionC","1303.5","{""Q0"":""""}","","","","","","",""
"","order","17","58219","0.0-17.0","23.8.2023, 2:33:43","conditionC","7078","","","[""9_1"",""9_2"",""9_3"",""9_4""]","[{""src"":""http://34.125.186.26/images/9_1.jpg"",""x"":316,""y"":397,""move_time"":983},{""src"":""http://34.125.186.26/images/9_2.jpg"",""x"":316,""y"":397,""move_time"":1186},{""src"":""http://34.125.186.26/images/9_1.jpg"",""x"":477,""y"":397,""move_time"":627},{""src"":""http://34.125.186.26/images/9_3.jpg"",""x"":639,""y"":397,""move_time"":589},{""src"":""http://34.125.186.26/images/9_4.jpg"",""x"":639,""y"":397,""move_time"":623},{""src"":""http://34.125.186.26/images/9_4.jpg"",""x"":800,""y"":397,""move_time"":1383},{""src"":""http://34.125.186.26/images/9_3.jpg"",""x"":639,""y"":397,""move_time"":1021}]","[{""src"":""http://34.125.186.26/images/9_2.jpg"",""x"":316,""y"":397},{""src"":""http://34.125.186.26/images/9_1.jpg"",""x"":477,""y"":397},{""src"":""http://34.125.186.26/images/9_3.jpg"",""x"":639,""y"":397},{""src"":""http://34.125.186.26/images/9_4.jpg"",""x"":800,""y"":397}]","7","",""
"","html-button-response","18","59280","0.0-18.0","23.8.2023, 2:33:43","conditionC","1060.6000000238419","","","","","","","<p>How difficult was it to order the pictures?</p>","3"
"","survey-text","19","60080","0.0-19.0","23.8.2023, 2:33:43","conditionC","797.5","{""Q0"":""""}","","","","","","",""
"","order","20","69219","0.0-20.0","23.8.2023, 2:33:43","conditionC","9138","","","[""1_4"",""1_2"",""1_1"",""1_3""]","[{""src"":""http://34.125.186.26/images/1_2.jpg"",""x"":477,""y"":397,""move_time"":1287},{""src"":""http://34.125.186.26/images/1_4.jpg"",""x"":316,""y"":397,""move_time"":836},{""src"":""http://34.125.186.26/images/1_1.jpg"",""x"":639,""y"":397,""move_time"":768},{""src"":""http://34.125.186.26/images/1_3.jpg"",""x"":800,""y"":397,""move_time"":697},{""src"":""http://34.125.186.26/images/1_3.jpg"",""x"":477,""y"":397,""move_time"":625},{""src"":""http://34.125.186.26/images/1_4.jpg"",""x"":639,""y"":397,""move_time"":1572},{""src"":""http://34.125.186.26/images/1_4.jpg"",""x"":800,""y"":397,""move_time"":717},{""src"":""http://34.125.186.26/images/1_3.jpg"",""x"":639,""y"":397,""move_time"":1045}]","[{""src"":""http://34.125.186.26/images/1_1.jpg"",""x"":316,""y"":397},{""src"":""http://34.125.186.26/images/1_2.jpg"",""x"":477,""y"":397},{""src"":""http://34.125.186.26/images/1_3.jpg"",""x"":639,""y"":397},{""src"":""http://34.125.186.26/images/1_4.jpg"",""x"":800,""y"":397}]","8","",""
"","html-button-response","21","70099","0.0-21.0","23.8.2023, 2:33:43","conditionC","878.8000000119209","","","","","","","<p>How difficult was it to order the pictures?</p>","2"
"","survey-text","22","70815","0.0-22.0","23.8.2023, 2:33:43","conditionC","714.5","{""Q0"":""""}","","","","","","",""
"","order","23","78703","0.0-23.0","23.8.2023, 2:33:43","conditionC","7887","","","[""8_2"",""8_4"",""8_1"",""8_3""]","[{""src"":""http://34.125.186.26/images/8_2.jpg"",""x"":316,""y"":397,""move_time"":1031},{""src"":""http://34.125.186.26/images/8_4.jpg"",""x"":477,""y"":397,""move_time"":811},{""src"":""http://34.125.186.26/images/8_1.jpg"",""x"":639,""y"":397,""move_time"":767},{""src"":""http://34.125.186.26/images/8_3.jpg"",""x"":800,""y"":397,""move_time"":690},{""src"":""http://34.125.186.26/images/8_1.jpg"",""x"":316,""y"":397,""move_time"":1282},{""src"":""http://34.125.186.26/images/8_3.jpg"",""x"":639,""y"":397,""move_time"":1286},{""src"":""http://34.125.186.26/images/8_4.jpg"",""x"":800,""y"":397,""move_time"":1105}]","[{""src"":""http://34.125.186.26/images/8_1.jpg"",""x"":316,""y"":397},{""src"":""http://34.125.186.26/images/8_2.jpg"",""x"":477,""y"":397},{""src"":""http://34.125.186.26/images/8_3.jpg"",""x"":639,""y"":397},{""src"":""http://34.125.186.26/images/8_4.jpg"",""x"":800,""y"":397}]","7","",""
"","html-button-response","24","79874","0.0-24.0","23.8.2023, 2:33:43","conditionC","1170.199999988079","","","","","","","<p>How difficult was it to order the pictures?</p>","3"
"","survey-text","25","80675","0.0-25.0","23.8.2023, 2:33:43","conditionC","799.1999999880791","{""Q0"":""""}","","","","","","",""
"","order","26","84751","0.0-26.0","23.8.2023, 2:33:43","conditionC","4075","","","[""6_5"",""6_6"",""6_7"",""6_8""]","[{""src"":""http://34.125.186.26/images/6_5.jpg"",""x"":316,""y"":397,""move_time"":1198},{""src"":""http://34.125.186.26/images/6_7.jpg"",""x"":639,""y"":397,""move_time"":756},{""src"":""http://34.125.186.26/images/6_6.jpg"",""x"":477,""y"":397,""move_time"":639},{""src"":""http://34.125.186.26/images/6_8.jpg"",""x"":800,""y"":397,""move_time"":606}]","[{""src"":""http://34.125.186.26/images/6_5.jpg"",""x"":316,""y"":397},{""src"":""http://34.125.186.26/images/6_6.jpg"",""x"":477,""y"":397},{""src"":""http://34.125.186.26/images/6_7.jpg"",""x"":639,""y"":397},{""src"":""http://34.125.186.26/images/6_8.jpg"",""x"":800,""y"":397}]","4","",""
"","html-button-response","27","85459","0.0-27.0","23.8.2023, 2:33:43","conditionC","706.3999999761581","","","","","","","<p>How difficult was it to order the pictures?</p>","2"
"","survey-text","28","86139","0.0-28.0","23.8.2023, 2:33:43","conditionC","678.6000000238419","{""Q0"":""""}","","","","","","",""
"","order","29","87402","0.0-29.0","23.8.2023, 2:33:43","conditionC","1263","","","[""4_5"",""4_6"",""4_7"",""4_8""]","[]","[{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":316,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":477,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":639,""y"":397},{""src"":""http://34.125.186.26/images/blank.jpg"",""x"":800,""y"":397}]","0","",""
"","html-button-response","30","88299","0.0-30.0","23.8.2023, 2:33:43","conditionC","895.5","","","","","","","<p>How difficult was it to order the pictures?</p>","2"
"","survey-text","31","89040","0.0-31.0","23.8.2023, 2:33:43","conditionC","738.6999999880791","{""Q0"":""""}","","","","","","",""
"","instructions","32","89887","0.0-32.0","23.8.2023, 2:33:43","conditionC","847.3999999761581","","[{""page_index"":0,""viewing_time"":847}]","","","","","",""
