"success","trial_type","trial_index","time_elapsed","internal_node_id","subject","condition","view_history","rt","initial_locations","moves","final_locations_3","number_of_moves","stimulus","button_pressed","responses"
"","order","13","136108","0.0-13.0","8/24/2023, 12:51:59 PM","conditionO","","19115","[""5_5"",""5_6"",""5_7"",""5_8""]","[{""src"":""http://34.125.186.26/images/5_8.jpg"",""x"":929,""y"":230,""move_time"":12988},{""src"":""http://34.125.186.26/images/5_5.jpg"",""x"":444,""y"":468,""move_time"":1202},{""src"":""http://34.125.186.26/images/5_7.jpg"",""x"":606,""y"":468,""move_time"":1720},{""src"":""http://34.125.186.26/images/5_6.jpg"",""x"":767,""y"":468,""move_time"":784},{""src"":""http://34.125.186.26/images/5_8.jpg"",""x"":929,""y"":468,""move_time"":793}]","[{""src"":""http://34.125.186.26/images/5_5.jpg"",""x"":444,""y"":468},{""src"":""http://34.125.186.26/images/5_7.jpg"",""x"":606,""y"":468},{""src"":""http://34.125.186.26/images/5_6.jpg"",""x"":767,""y"":468},{""src"":""http://34.125.186.26/images/5_8.jpg"",""x"":929,""y"":468}]","5","","",""
"","html-button-response","14","137012","0.0-14.0","8/24/2023, 12:51:59 PM","conditionO","","903.5999999642372","","","","","<p>How difficult was it to order the pictures?</p>","4",""
"","survey-text","15","150393","0.0-15.0","8/24/2023, 12:51:59 PM","conditionO","","13380.199999988079","","","","","","","{""Q0"":""I assume since the door is closed, he is traveling all around the room trying to find different things""}"
"","order","16","158865","0.0-16.0","8/24/2023, 12:51:59 PM","conditionO","","8472","[""9_1"",""9_2"",""9_3"",""9_4""]","[{""src"":""http://34.125.186.26/images/9_1.jpg"",""x"":444,""y"":468,""move_time"":3329},{""src"":""http://34.125.186.26/images/9_4.jpg"",""x"":929,""y"":230,""move_time"":2218},{""src"":""http://34.125.186.26/images/9_3.jpg"",""x"":606,""y"":468,""move_time"":672},{""src"":""http://34.125.186.26/images/9_4.jpg"",""x"":767,""y"":468,""move_time"":816},{""src"":""http://34.125.186.26/images/9_2.jpg"",""x"":929,""y"":468,""move_time"":744}]","[{""src"":""http://34.125.186.26/images/9_1.jpg"",""x"":444,""y"":468},{""src"":""http://34.125.186.26/images/9_3.jpg"",""x"":606,""y"":468},{""src"":""http://34.125.186.26/images/9_4.jpg"",""x"":767,""y"":468},{""src"":""http://34.125.186.26/images/9_2.jpg"",""x"":929,""y"":468}]","5","","",""
"","html-button-response","17","160002","0.0-17.0","8/24/2023, 12:51:59 PM","conditionO","","1135.699999988079","","","","","<p>How difficult was it to order the pictures?</p>","4",""
"","survey-text","18","170388","0.0-18.0","8/24/2023, 12:51:59 PM","conditionO","","10385","","","","","","","{""Q0"":""Im guessing that the paper is being folded over time getting smaller and smaller.""}"
"","order","19","184765","0.0-19.0","8/24/2023, 12:51:59 PM","conditionO","","14376","[""1_4"",""1_2"",""1_1"",""1_3""]","[{""src"":""http://34.125.186.26/images/1_1.jpg"",""x"":444,""y"":468,""move_time"":6123},{""src"":""http://34.125.186.26/images/1_2.jpg"",""x"":606,""y"":468,""move_time"":1207},{""src"":""http://34.125.186.26/images/1_4.jpg"",""x"":444,""y"":230,""move_time"":4336},{""src"":""http://34.125.186.26/images/1_3.jpg"",""x"":767,""y"":468,""move_time"":985},{""src"":""http://34.125.186.26/images/1_4.jpg"",""x"":929,""y"":468,""move_time"":888}]","[{""src"":""http://34.125.186.26/images/1_1.jpg"",""x"":444,""y"":468},{""src"":""http://34.125.186.26/images/1_2.jpg"",""x"":606,""y"":468},{""src"":""http://34.125.186.26/images/1_3.jpg"",""x"":767,""y"":468},{""src"":""http://34.125.186.26/images/1_4.jpg"",""x"":929,""y"":468}]","5","","",""
"","html-button-response","20","185773","0.0-20.0","8/24/2023, 12:51:59 PM","conditionO","","1007","","","","","<p>How difficult was it to order the pictures?</p>","0",""
"","survey-text","21","205229","0.0-21.0","8/24/2023, 12:51:59 PM","conditionO","","19455.100000023842","","","","","","","{""Q0"":""It looks like it would go the bear gets hit with a coconut, falls down, the people come to rescue him, and stop to take a selfie. ""}"
"","order","22","211583","0.0-22.0","8/24/2023, 12:51:59 PM","conditionO","","6354","[""8_2"",""8_4"",""8_1"",""8_3""]","[{""src"":""http://34.125.186.26/images/8_1.jpg"",""x"":444,""y"":468,""move_time"":2515},{""src"":""http://34.125.186.26/images/8_2.jpg"",""x"":606,""y"":468,""move_time"":1408},{""src"":""http://34.125.186.26/images/8_3.jpg"",""x"":767,""y"":468,""move_time"":794},{""src"":""http://34.125.186.26/images/8_4.jpg"",""x"":929,""y"":468,""move_time"":960}]","[{""src"":""http://34.125.186.26/images/8_1.jpg"",""x"":444,""y"":468},{""src"":""http://34.125.186.26/images/8_2.jpg"",""x"":606,""y"":468},{""src"":""http://34.125.186.26/images/8_3.jpg"",""x"":767,""y"":468},{""src"":""http://34.125.186.26/images/8_4.jpg"",""x"":929,""y"":468}]","4","","",""
"","html-button-response","23","212535","0.0-23.0","8/24/2023, 12:51:59 PM","conditionO","","950.5","","","","","<p>How difficult was it to order the pictures?</p>","0",""
"","survey-text","24","221728","0.0-24.0","8/24/2023, 12:51:59 PM","conditionO","","9192.400000035763","","","","","","","{""Q0"":""They look like a time lapse of a seeed growing""}"
"","order","25","234874","0.0-25.0","8/24/2023, 12:51:59 PM","conditionO","","13146","[""6_5"",""6_6"",""6_7"",""6_8""]","[{""src"":""http://34.125.186.26/images/6_5.jpg"",""x"":444,""y"":468,""move_time"":8931},{""src"":""http://34.125.186.26/images/6_8.jpg"",""x"":606,""y"":468,""move_time"":1456},{""src"":""http://34.125.186.26/images/6_6.jpg"",""x"":767,""y"":468,""move_time"":880},{""src"":""http://34.125.186.26/images/6_7.jpg"",""x"":929,""y"":468,""move_time"":850}]","[{""src"":""http://34.125.186.26/images/6_5.jpg"",""x"":444,""y"":468},{""src"":""http://34.125.186.26/images/6_8.jpg"",""x"":606,""y"":468},{""src"":""http://34.125.186.26/images/6_6.jpg"",""x"":767,""y"":468},{""src"":""http://34.125.186.26/images/6_7.jpg"",""x"":929,""y"":468}]","4","","",""
"","html-button-response","26","235442","0.0-26.0","8/24/2023, 12:51:59 PM","conditionO","","567.5999999642372","","","","","<p>How difficult was it to order the pictures?</p>","4",""
"","survey-text","27","249667","0.0-27.0","8/24/2023, 12:51:59 PM","conditionO","","14224.099999964237","","","","","","","{""Q0"":""I'm not really sure, so I ordered them as looking confused by the dog from smallest to biggest.""}"
"","order","28","258677","0.0-28.0","8/24/2023, 12:51:59 PM","conditionO","","9009","[""4_5"",""4_6"",""4_7"",""4_8""]","[{""src"":""http://34.125.186.26/images/4_6.jpg"",""x"":444,""y"":468,""move_time"":4116},{""src"":""http://34.125.186.26/images/4_7.jpg"",""x"":606,""y"":468,""move_time"":1503},{""src"":""http://34.125.186.26/images/4_8.jpg"",""x"":767,""y"":468,""move_time"":1017},{""src"":""http://34.125.186.26/images/4_5.jpg"",""x"":929,""y"":468,""move_time"":1281}]","[{""src"":""http://34.125.186.26/images/4_6.jpg"",""x"":444,""y"":468},{""src"":""http://34.125.186.26/images/4_7.jpg"",""x"":606,""y"":468},{""src"":""http://34.125.186.26/images/4_8.jpg"",""x"":767,""y"":468},{""src"":""http://34.125.186.26/images/4_5.jpg"",""x"":929,""y"":468}]","4","","",""
"","html-button-response","29","259349","0.0-29.0","8/24/2023, 12:51:59 PM","conditionO","","672.3000000119209","","","","","<p>How difficult was it to order the pictures?</p>","2",""
"","survey-text","30","272411","0.0-30.0","8/24/2023, 12:51:59 PM","conditionO","","13060.699999988079","","","","","","","{""Q0"":""It looks like they decide to get healthier, train over time, then celebrate""}"
"","survey-text","31","274322","0.0-31.0","8/24/2023, 12:51:59 PM","conditionO","","1909.699999988079","","","","","","","{""Q0"":""34""}"
"","survey-text","32","277202","0.0-32.0","8/24/2023, 12:51:59 PM","conditionO","","2878.300000011921","","","","","","","{""Q0"":""female""}"
"","instructions","33","278283","0.0-33.0","8/24/2023, 12:51:59 PM","conditionO","[{""page_index"":0,""viewing_time"":1080.199999988079}]","1080.5","","","","","","",""
