PID,practice,run,block,trial,pair_type,old_pair,chosen_left,pair_id,chosen_id,iti,left_stimulus,right_stimulus,left_path,right_path,pair_response,pair_acc,pair_rt,left_category,right_category,pairs_rt,old_response,no_response
1234,0,1,1,11,intact,1,1,E,E,2000,48,41,Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg,Stimuli/Experimental_stims/body_parts/lucaxx-freire-CacZwMexYdk-unsplash.jpg,NaN,0,NaN,objects,body_parts,,NaN,1
1234,0,1,1,12,recombined,0,0,NaN,E,1000,34,48,Stimuli/Experimental_stims/faces/olena-sergienko-0TSd6uCKTKc-unsplash.jpg,Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg,NaN,0,NaN,faces,objects,,NaN,1
1234,0,1,1,13,recombined,0,1,NaN,C,3500,23,36,Stimuli/Experimental_stims/outdoor_scenes/yuriy-bogdanov-W51VK3Obcj0-unsplash.jpg,Stimuli/Experimental_stims/body_parts/callum-skelton-3KLMq7y46nA-unsplash.jpg,NaN,0,NaN,outdoor_scenes,body_parts,,NaN,1
1234,0,1,1,14,recombined,0,1,NaN,A,1500,18,45,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,Stimuli/Experimental_stims/body_parts/sincerely-media-7TBFwUQA6Xk-unsplash.jpg,NaN,0,NaN,outdoor_scenes,body_parts,,NaN,1
1234,0,1,1,15,recombined,0,0,NaN,D,3500,29,53,Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,NaN,0,NaN,faces,objects,,NaN,1
1234,0,1,1,16,recombined,0,1,NaN,H,1000,25,54,Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,NaN,0,NaN,faces,objects,,NaN,1
1234,0,1,1,17,recombined,0,1,NaN,L,2000,39,15,Stimuli/Experimental_stims/body_parts/jonathan-borba-hTwH8QFkPMs-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg,NaN,0,NaN,body_parts,outdoor_scenes,,NaN,1
1234,0,1,1,18,intact,1,1,I,I,1500,40,15,Stimuli/Experimental_stims/body_parts/klara-kulikova-TcUfF24fUMY-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg,NaN,0,NaN,body_parts,outdoor_scenes,,NaN,1
1234,0,1,1,19,recombined,0,0,NaN,J,1500,55,26,Stimuli/Experimental_stims/objects/jiangxulei1990-eIzzzwtkBjU-unsplash.jpg,Stimuli/Experimental_stims/faces/art-hauntington-jzY0KRJopEI-unsplash.jpg,NaN,0,NaN,objects,faces,,NaN,1
1234,0,1,1,20,recombined,0,0,NaN,B,1500,41,22,Stimuli/Experimental_stims/body_parts/lucaxx-freire-CacZwMexYdk-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg,NaN,0,NaN,body_parts,outdoor_scenes,,NaN,1
1234,0,1,1,21,intact,1,1,F,F,2000,30,36,Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg,Stimuli/Experimental_stims/body_parts/callum-skelton-3KLMq7y46nA-unsplash.jpg,NaN,0,NaN,faces,body_parts,,NaN,1
1234,0,1,1,22,recombined,0,1,NaN,F,1000,30,50,Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg,Stimuli/Experimental_stims/objects/andrew-petrov-TVJqDat4MAw-unsplash.jpg,NaN,0,NaN,faces,objects,,NaN,1
1234,0,1,1,23,intact,1,1,D,D,1000,53,34,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,Stimuli/Experimental_stims/faces/olena-sergienko-0TSd6uCKTKc-unsplash.jpg,NaN,0,NaN,objects,faces,,NaN,1
1234,0,1,1,24,intact,1,1,J,J,1500,26,54,Stimuli/Experimental_stims/faces/art-hauntington-jzY0KRJopEI-unsplash.jpg,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,NaN,0,NaN,faces,objects,,NaN,1
1234,0,1,1,25,intact,1,1,L,L,3000,39,33,Stimuli/Experimental_stims/body_parts/jonathan-borba-hTwH8QFkPMs-unsplash.jpg,Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg,NaN,0,NaN,body_parts,faces,,NaN,1
1234,0,1,1,26,intact,1,1,B,B,3000,22,29,Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg,Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg,NaN,0,NaN,outdoor_scenes,faces,,NaN,1
1234,0,1,1,27,intact,1,1,C,C,1000,23,45,Stimuli/Experimental_stims/outdoor_scenes/yuriy-bogdanov-W51VK3Obcj0-unsplash.jpg,Stimuli/Experimental_stims/body_parts/sincerely-media-7TBFwUQA6Xk-unsplash.jpg,NaN,0,NaN,outdoor_scenes,body_parts,,NaN,1
1234,0,1,2,28,recombined,0,1,NaN,E,1500,48,34,Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg,Stimuli/Experimental_stims/faces/olena-sergienko-0TSd6uCKTKc-unsplash.jpg,NaN,0,NaN,objects,faces,,NaN,1
1234,0,1,2,29,intact,1,1,F,F,2000,30,36,Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg,Stimuli/Experimental_stims/body_parts/callum-skelton-3KLMq7y46nA-unsplash.jpg,NaN,0,NaN,faces,body_parts,,NaN,1
1234,0,1,2,30,recombined,0,0,NaN,C,1500,36,23,Stimuli/Experimental_stims/body_parts/callum-skelton-3KLMq7y46nA-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/yuriy-bogdanov-W51VK3Obcj0-unsplash.jpg,NaN,0,NaN,body_parts,outdoor_scenes,,NaN,1
1234,0,1,2,31,recombined,0,0,NaN,F,1500,50,30,Stimuli/Experimental_stims/objects/andrew-petrov-TVJqDat4MAw-unsplash.jpg,Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg,NaN,0,NaN,objects,faces,,NaN,1
1234,0,1,2,32,intact,1,1,J,J,3000,26,54,Stimuli/Experimental_stims/faces/art-hauntington-jzY0KRJopEI-unsplash.jpg,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,NaN,0,NaN,faces,objects,,NaN,1
1234,0,1,2,33,recombined,0,1,NaN,A,1500,18,45,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,Stimuli/Experimental_stims/body_parts/sincerely-media-7TBFwUQA6Xk-unsplash.jpg,NaN,0,NaN,outdoor_scenes,body_parts,,NaN,1
1234,0,1,2,34,intact,1,1,G,G,1000,58,17,Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,NaN,0,NaN,objects,outdoor_scenes,,NaN,1
1234,0,1,2,35,intact,1,1,C,C,1000,23,45,Stimuli/Experimental_stims/outdoor_scenes/yuriy-bogdanov-W51VK3Obcj0-unsplash.jpg,Stimuli/Experimental_stims/body_parts/sincerely-media-7TBFwUQA6Xk-unsplash.jpg,NaN,0,NaN,outdoor_scenes,body_parts,,NaN,1
1234,0,1,2,36,intact,1,1,A,A,2000,18,50,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,Stimuli/Experimental_stims/objects/andrew-petrov-TVJqDat4MAw-unsplash.jpg,NaN,0,NaN,outdoor_scenes,objects,,NaN,1
1234,0,1,2,37,recombined,0,0,NaN,J,3000,55,26,Stimuli/Experimental_stims/objects/jiangxulei1990-eIzzzwtkBjU-unsplash.jpg,Stimuli/Experimental_stims/faces/art-hauntington-jzY0KRJopEI-unsplash.jpg,NaN,0,NaN,objects,faces,,NaN,1
1234,0,1,2,38,recombined,0,1,NaN,B,1500,22,41,Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg,Stimuli/Experimental_stims/body_parts/lucaxx-freire-CacZwMexYdk-unsplash.jpg,NaN,0,NaN,outdoor_scenes,body_parts,,NaN,1
1234,0,1,2,39,intact,1,1,L,L,1000,39,33,Stimuli/Experimental_stims/body_parts/jonathan-borba-hTwH8QFkPMs-unsplash.jpg,Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg,NaN,0,NaN,body_parts,faces,,NaN,1
1234,0,1,2,40,intact,1,1,D,D,1000,53,34,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,Stimuli/Experimental_stims/faces/olena-sergienko-0TSd6uCKTKc-unsplash.jpg,NaN,0,NaN,objects,faces,,NaN,1
1234,0,1,2,41,intact,1,1,B,B,2000,22,29,Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg,Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg,NaN,0,NaN,outdoor_scenes,faces,,NaN,1
1234,0,1,2,42,recombined,0,1,NaN,D,1500,53,29,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg,NaN,0,NaN,objects,faces,,NaN,1
1234,0,1,2,43,recombined,0,1,NaN,K,3500,37,12,Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,NaN,0,NaN,body_parts,outdoor_scenes,,NaN,1
1234,0,1,2,44,recombined,0,0,NaN,G,1000,33,58,Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg,Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg,NaN,0,NaN,faces,objects,,NaN,1
1234,0,1,2,45,intact,1,1,E,E,2000,48,41,Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg,Stimuli/Experimental_stims/body_parts/lucaxx-freire-CacZwMexYdk-unsplash.jpg,NaN,0,NaN,objects,body_parts,,NaN,1
1234,0,1,2,46,recombined,0,0,NaN,H,1000,54,25,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg,NaN,0,NaN,objects,faces,,NaN,1
1234,0,1,2,47,intact,1,1,I,I,3000,40,15,Stimuli/Experimental_stims/body_parts/klara-kulikova-TcUfF24fUMY-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg,NaN,0,NaN,body_parts,outdoor_scenes,,NaN,1
1234,0,1,2,48,recombined,0,0,NaN,I,3000,17,40,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,Stimuli/Experimental_stims/body_parts/klara-kulikova-TcUfF24fUMY-unsplash.jpg,NaN,0,NaN,outdoor_scenes,body_parts,,NaN,1
1234,0,1,2,49,recombined,0,1,NaN,L,3500,39,15,Stimuli/Experimental_stims/body_parts/jonathan-borba-hTwH8QFkPMs-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg,NaN,0,NaN,body_parts,outdoor_scenes,,NaN,1
1234,0,1,2,50,intact,1,1,H,H,1000,25,12,Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,NaN,0,NaN,faces,outdoor_scenes,,NaN,1
1234,0,1,2,51,intact,1,1,K,K,1000,37,55,Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg,Stimuli/Experimental_stims/objects/jiangxulei1990-eIzzzwtkBjU-unsplash.jpg,NaN,0,NaN,body_parts,objects,,NaN,1
1234,0,1,3,52,recombined,0,0,NaN,K,1000,12,37,Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg,NaN,0,NaN,outdoor_scenes,body_parts,,NaN,1
1234,0,1,3,53,recombined,0,1,NaN,G,1500,58,33,Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg,Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg,NaN,0,NaN,objects,faces,,NaN,1
1234,0,1,3,54,recombined,0,1,NaN,C,1000,23,36,Stimuli/Experimental_stims/outdoor_scenes/yuriy-bogdanov-W51VK3Obcj0-unsplash.jpg,Stimuli/Experimental_stims/body_parts/callum-skelton-3KLMq7y46nA-unsplash.jpg,NaN,0,NaN,outdoor_scenes,body_parts,,NaN,1
1234,0,1,3,55,recombined,0,0,NaN,H,1500,54,25,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg,NaN,0,NaN,objects,faces,,NaN,1
1234,0,1,3,56,intact,1,1,K,K,1500,37,55,Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg,Stimuli/Experimental_stims/objects/jiangxulei1990-eIzzzwtkBjU-unsplash.jpg,NaN,0,NaN,body_parts,objects,,NaN,1
1234,0,1,3,57,intact,1,1,A,A,3000,18,50,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,Stimuli/Experimental_stims/objects/andrew-petrov-TVJqDat4MAw-unsplash.jpg,NaN,0,NaN,outdoor_scenes,objects,,NaN,1
1234,0,1,3,58,recombined,0,0,NaN,L,1000,15,39,Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg,Stimuli/Experimental_stims/body_parts/jonathan-borba-hTwH8QFkPMs-unsplash.jpg,NaN,0,NaN,outdoor_scenes,body_parts,,NaN,1
1234,0,1,3,59,recombined,0,1,NaN,F,2000,30,50,Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg,Stimuli/Experimental_stims/objects/andrew-petrov-TVJqDat4MAw-unsplash.jpg,NaN,0,NaN,faces,objects,,NaN,1
1234,0,1,3,60,intact,1,1,J,J,2000,26,54,Stimuli/Experimental_stims/faces/art-hauntington-jzY0KRJopEI-unsplash.jpg,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,NaN,0,NaN,faces,objects,,NaN,1
1234,0,1,3,61,recombined,0,1,NaN,I,3500,40,17,Stimuli/Experimental_stims/body_parts/klara-kulikova-TcUfF24fUMY-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,NaN,0,NaN,body_parts,outdoor_scenes,,NaN,1
1234,0,1,3,62,recombined,0,0,NaN,B,1500,41,22,Stimuli/Experimental_stims/body_parts/lucaxx-freire-CacZwMexYdk-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg,NaN,0,NaN,body_parts,outdoor_scenes,,NaN,1
1234,0,1,3,63,recombined,0,0,NaN,D,1000,29,53,Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,NaN,0,NaN,faces,objects,,NaN,1
1234,0,1,3,64,intact,1,1,G,G,1000,58,17,Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,NaN,0,NaN,objects,outdoor_scenes,,NaN,1
1234,0,1,3,65,recombined,0,1,NaN,E,2000,48,34,Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg,Stimuli/Experimental_stims/faces/olena-sergienko-0TSd6uCKTKc-unsplash.jpg,NaN,0,NaN,objects,faces,,NaN,1
1234,0,1,3,66,recombined,0,0,NaN,J,3500,55,26,Stimuli/Experimental_stims/objects/jiangxulei1990-eIzzzwtkBjU-unsplash.jpg,Stimuli/Experimental_stims/faces/art-hauntington-jzY0KRJopEI-unsplash.jpg,NaN,0,NaN,objects,faces,,NaN,1
1234,0,1,3,67,intact,1,1,B,B,3000,22,29,Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg,Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg,NaN,0,NaN,outdoor_scenes,faces,,NaN,1
1234,0,1,3,68,recombined,0,1,NaN,A,1500,18,45,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,Stimuli/Experimental_stims/body_parts/sincerely-media-7TBFwUQA6Xk-unsplash.jpg,NaN,0,NaN,outdoor_scenes,body_parts,,NaN,1
1234,0,1,3,69,intact,1,1,E,E,3000,48,41,Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg,Stimuli/Experimental_stims/body_parts/lucaxx-freire-CacZwMexYdk-unsplash.jpg,NaN,0,NaN,objects,body_parts,,NaN,1
1234,0,1,3,70,intact,1,1,L,L,1500,39,33,Stimuli/Experimental_stims/body_parts/jonathan-borba-hTwH8QFkPMs-unsplash.jpg,Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg,NaN,0,NaN,body_parts,faces,,NaN,1
1234,0,1,3,71,intact,1,1,H,H,1000,25,12,Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,NaN,0,NaN,faces,outdoor_scenes,,NaN,1
1234,0,1,3,72,intact,1,1,C,C,1000,23,45,Stimuli/Experimental_stims/outdoor_scenes/yuriy-bogdanov-W51VK3Obcj0-unsplash.jpg,Stimuli/Experimental_stims/body_parts/sincerely-media-7TBFwUQA6Xk-unsplash.jpg,NaN,0,NaN,outdoor_scenes,body_parts,,NaN,1
1234,0,1,3,73,intact,1,1,I,I,2000,40,15,Stimuli/Experimental_stims/body_parts/klara-kulikova-TcUfF24fUMY-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg,NaN,0,NaN,body_parts,outdoor_scenes,,NaN,1
1234,0,1,3,74,intact,1,1,D,D,1000,53,34,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,Stimuli/Experimental_stims/faces/olena-sergienko-0TSd6uCKTKc-unsplash.jpg,NaN,0,NaN,objects,faces,,NaN,1
1234,0,1,3,75,intact,1,1,F,F,3000,30,36,Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg,Stimuli/Experimental_stims/body_parts/callum-skelton-3KLMq7y46nA-unsplash.jpg,NaN,0,NaN,faces,body_parts,,NaN,1
1234,0,1,4,76,intact,1,1,G,G,3500,58,17,Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,NaN,0,NaN,objects,outdoor_scenes,,NaN,1
1234,0,1,4,77,intact,1,1,D,D,2000,53,34,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,Stimuli/Experimental_stims/faces/olena-sergienko-0TSd6uCKTKc-unsplash.jpg,NaN,0,NaN,objects,faces,,NaN,1
1234,0,1,4,78,recombined,0,0,NaN,K,1000,12,37,Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg,NaN,0,NaN,outdoor_scenes,body_parts,,NaN,1
1234,0,1,4,79,intact,1,1,J,J,3000,26,54,Stimuli/Experimental_stims/faces/art-hauntington-jzY0KRJopEI-unsplash.jpg,Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg,NaN,0,NaN,faces,objects,,NaN,1
1234,0,1,4,80,intact,1,1,H,H,3500,25,12,Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg,NaN,0,NaN,faces,outdoor_scenes,,NaN,1
1234,0,1,4,81,intact,1,1,I,I,3000,40,15,Stimuli/Experimental_stims/body_parts/klara-kulikova-TcUfF24fUMY-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg,NaN,0,NaN,body_parts,outdoor_scenes,,NaN,1
1234,0,1,4,82,recombined,0,1,NaN,D,2000,53,29,Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg,Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg,NaN,0,NaN,objects,faces,,NaN,1
1234,0,1,4,83,intact,1,1,F,F,1500,30,36,Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg,Stimuli/Experimental_stims/body_parts/callum-skelton-3KLMq7y46nA-unsplash.jpg,NaN,0,NaN,faces,body_parts,,NaN,1
1234,0,1,4,84,recombined,0,1,NaN,A,1000,18,45,Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg,Stimuli/Experimental_stims/body_parts/sincerely-media-7TBFwUQA6Xk-unsplash.jpg,NaN,0,NaN,outdoor_scenes,body_parts,,NaN,1
1234,0,1,4,85,recombined,0,1,NaN,C,2000,23,36,Stimuli/Experimental_stims/outdoor_scenes/yuriy-bogdanov-W51VK3Obcj0-unsplash.jpg,Stimuli/Experimental_stims/body_parts/callum-skelton-3KLMq7y46nA-unsplash.jpg,NaN,0,NaN,outdoor_scenes,body_parts,,NaN,1
1234,0,1,4,86,recombined,0,0,NaN,E,1000,34,48,Stimuli/Experimental_stims/faces/olena-sergienko-0TSd6uCKTKc-unsplash.jpg,Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg,NaN,0,NaN,faces,objects,,NaN,1
1234,0,1,4,87,recombined,0,1,NaN,F,1000,30,50,Stimuli/Experimental_stims/faces/good-faces-xmSWVeGEnJw-unsplash.jpg,Stimuli/Experimental_stims/objects/andrew-petrov-TVJqDat4MAw-unsplash.jpg,NaN,0,NaN,faces,objects,,NaN,1
1234,0,1,4,88,intact,1,1,C,C,2000,23,45,Stimuli/Experimental_stims/outdoor_scenes/yuriy-bogdanov-W51VK3Obcj0-unsplash.jpg,Stimuli/Experimental_stims/body_parts/sincerely-media-7TBFwUQA6Xk-unsplash.jpg,NaN,0,NaN,outdoor_scenes,body_parts,,NaN,1
1234,0,1,4,89,recombined,0,1,NaN,G,1500,58,33,Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg,Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg,NaN,0,NaN,objects,faces,,NaN,1
1234,0,1,4,90,recombined,0,1,NaN,I,1000,40,17,Stimuli/Experimental_stims/body_parts/klara-kulikova-TcUfF24fUMY-unsplash.jpg,Stimuli/Experimental_stims/outdoor_scenes/jeff-king-bJHWJeiHfHc-unsplash.jpg,NaN,0,NaN,body_parts,outdoor_scenes,,NaN,1
