"success","ttype","start_time","trial_type","trial_index","time_elapsed","internal_node_id","age","PID","gender","rt","responses","view_history","repeat_instructions","key_press","response","index","stimulus_index","path","no_response","pair_id","practice","scramble_screen_time","scramble_instructed_side","stim_type","iti","block","run","left_stimulus","right_stimulus","left_category","right_category","left_path","right_path","left_rating","right_rating","onset","duration","warning","left_chosen","chosen_stimulus","unchosen_stimulus","chosen_category","unchosen_category","chosen_rating","unchosen_rating","chosen_path","unchosen_path","response_ends_trial","trial_duration","scramble_acc","chosen_left","old_pair","pair_type","old_response","pair_acc","choice_type","reward_type","stimulus_id","outcome_response","outcome_rt","outcome_acc"
"","outcome_estimation_no_response","","html-keyboard-response","828","54005881","0.0-4.0-37.0-2.0-0.0","11","1234","11","null","","","","null","","35","","","","","","","","","","","1","","","","","","","","","97.5","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","829","54006890","0.0-4.0-37.0-3.0","11","1234","11","null","","","","null","","35","","","","","","","","","","","1","","","","","","","","","98","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","830","54008405","0.0-4.0-38.0-0.0","11","1234","11","null","","","","null","","36","","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","1","B","0","","","","3000","2","1","","","","","","","","","99","1.5","","","","","","","","","","","","","","","","","","","chosen","no_gain","22","NaN","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","831","54008913","0.0-4.0-38.0-2.0-0.0","11","1234","11","null","","","","null","","36","","","","","","","","","","","1","","","","","","","","","100.5","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","832","54011421","0.0-4.0-38.0-3.0","11","1234","11","null","","","","null","","36","","","","","","","","","","","1","","","","","","","","","101","2.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","833","54012932","0.0-4.0-39.0-0.0","11","1234","11","null","","","","null","","37","","Stimuli/Experimental_stims/body_parts/callum-skelton-3KLMq7y46nA-unsplash.jpg","1","F","0","","","","1000","2","1","","","","","","","","","103.5","1.5","","","","","","","","","","","","","","","","","","","unchosen","no_gain","36","NaN","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","834","54013440","0.0-4.0-39.0-2.0-0.0","11","1234","11","null","","","","null","","37","","","","","","","","","","","1","","","","","","","","","105","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","835","54013946","0.0-4.0-39.0-3.0","11","1234","11","null","","","","null","","37","","","","","","","","","","","1","","","","","","","","","105.5","0.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","836","54015458","0.0-4.0-40.0-0.0","11","1234","11","null","","","","null","","38","","Stimuli/Experimental_stims/body_parts/jonathan-borba-hTwH8QFkPMs-unsplash.jpg","1","L","0","","","","3500","2","1","","","","","","","","","106","1.5","","","","","","","","","","","","","","","","","","","chosen","no_gain","39","NaN","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","837","54015971","0.0-4.0-40.0-2.0-0.0","11","1234","11","null","","","","null","","38","","","","","","","","","","","1","","","","","","","","","107.5","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","838","54018978","0.0-4.0-40.0-3.0","11","1234","11","null","","","","null","","38","","","","","","","","","","","1","","","","","","","","","108","3","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","839","54020493","0.0-4.0-41.0-0.0","11","1234","11","null","","","","null","","39","","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","1","K","0","","","","3500","2","1","","","","","","","","","111","1.5","","","","","","","","","","","","","","","","","","","chosen","no_gain","37","NaN","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","840","54021002","0.0-4.0-41.0-2.0-0.0","11","1234","11","null","","","","null","","39","","","","","","","","","","","1","","","","","","","","","112.5","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","841","54024011","0.0-4.0-41.0-3.0","11","1234","11","null","","","","null","","39","","","","","","","","","","","1","","","","","","","","","113","3","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","842","54025521","0.0-4.0-42.0-0.0","11","1234","11","null","","","","null","","40","","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","1","I","0","","","","1000","2","1","","","","","","","","","116","1.5","","","","","","","","","","","","","","","","","","","unchosen","no_gain","15","NaN","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","843","54026025","0.0-4.0-42.0-2.0-0.0","11","1234","11","null","","","","null","","40","","","","","","","","","","","1","","","","","","","","","117.5","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","844","54026538","0.0-4.0-42.0-3.0","11","1234","11","null","","","","null","","40","","","","","","","","","","","1","","","","","","","","","118","0.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","845","54028042","0.0-4.0-43.0-0.0","11","1234","11","null","","","","null","","41","","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","1","A","0","","","","3000","2","1","","","","","","","","","118.5","1.5","","","","","","","","","","","","","","","","","","","chosen","no_gain","18","NaN","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","846","54028554","0.0-4.0-43.0-2.0-0.0","11","1234","11","null","","","","null","","41","","","","","","","","","","","1","","","","","","","","","120","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","847","54031068","0.0-4.0-43.0-3.0","11","1234","11","null","","","","null","","41","","","","","","","","","","","1","","","","","","","","","120.5","2.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","848","54032577","0.0-4.0-44.0-0.0","11","1234","11","null","","","","null","","42","","Stimuli/Experimental_stims/body_parts/lucaxx-freire-CacZwMexYdk-unsplash.jpg","1","E","0","","","","1000","2","1","","","","","","","","","123","1.5","","","","","","","","","","","","","","","","","","","unchosen","no_gain","41","NaN","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","849","54033094","0.0-4.0-44.0-2.0-0.0","11","1234","11","null","","","","null","","42","","","","","","","","","","","1","","","","","","","","","124.5","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","850","54033605","0.0-4.0-44.0-3.0","11","1234","11","null","","","","null","","42","","","","","","","","","","","1","","","","","","","","","125","0.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","851","54035114","0.0-4.0-45.0-0.0","11","1234","11","null","","","","null","","43","","Stimuli/Experimental_stims/outdoor_scenes/aleksandra-boguslawska-MS7KD9Ti7FQ-unsplash.jpg","1","H","0","","","","2000","2","1","","","","","","","","","125.5","1.5","","","","","","","","","","","","","","","","","","","unchosen","no_gain","12","NaN","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","852","54035624","0.0-4.0-45.0-2.0-0.0","11","1234","11","null","","","","null","","43","","","","","","","","","","","1","","","","","","","","","127","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","853","54037130","0.0-4.0-45.0-3.0","11","1234","11","null","","","","null","","43","","","","","","","","","","","1","","","","","","","","","127.5","1.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","854","54038639","0.0-4.0-46.0-0.0","11","1234","11","null","","","","null","","44","","Stimuli/Experimental_stims/body_parts/klara-kulikova-TcUfF24fUMY-unsplash.jpg","1","I","0","","","","1500","2","1","","","","","","","","","129","1.5","","","","","","","","","","","","","","","","","","","chosen","no_gain","40","NaN","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","855","54039144","0.0-4.0-46.0-2.0-0.0","11","1234","11","null","","","","null","","44","","","","","","","","","","","1","","","","","","","","","130.5","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","856","54040146","0.0-4.0-46.0-3.0","11","1234","11","null","","","","null","","44","","","","","","","","","","","1","","","","","","","","","131","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","857","54041660","0.0-4.0-47.0-0.0","11","1234","11","null","","","","null","","45","","Stimuli/Experimental_stims/objects/andrew-petrov-TVJqDat4MAw-unsplash.jpg","1","A","0","","","","1500","2","1","","","","","","","","","132","1.5","","","","","","","","","","","","","","","","","","","unchosen","no_gain","50","NaN","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","858","54042168","0.0-4.0-47.0-2.0-0.0","11","1234","11","null","","","","null","","45","","","","","","","","","","","1","","","","","","","","","133.5","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","859","54043170","0.0-4.0-47.0-3.0","11","1234","11","null","","","","null","","45","","","","","","","","","","","1","","","","","","","","","134","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","860","54044682","0.0-4.0-48.0-0.0","11","1234","11","null","","","","null","","46","","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","1","E","0","","","","1500","2","1","","","","","","","","","135","1.5","","","","","","","","","","","","","","","","","","","chosen","no_gain","48","NaN","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","861","54045187","0.0-4.0-48.0-2.0-0.0","11","1234","11","null","","","","null","","46","","","","","","","","","","","1","","","","","","","","","136.5","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","862","54046195","0.0-4.0-48.0-3.0","11","1234","11","null","","","","null","","46","","","","","","","","","","","1","","","","","","","","","137","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","863","54047706","0.0-4.0-49.0-0.0","11","1234","11","null","","","","null","","47","","Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg","1","L","0","","","","2000","2","1","","","","","","","","","138","1.5","","","","","","","","","","","","","","","","","","","unchosen","no_gain","33","NaN","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","864","54048217","0.0-4.0-49.0-2.0-0.0","11","1234","11","null","","","","null","","47","","","","","","","","","","","1","","","","","","","","","139.5","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","865","54049721","0.0-4.0-49.0-3.0","11","1234","11","null","","","","null","","47","","","","","","","","","","","1","","","","","","","","","140","1.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","866","54051238","0.0-4.0-50.0-0.0","11","1234","11","null","","","","null","","48","","Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg","1","D","0","","","","1000","2","1","","","","","","","","","141.5","1.5","","","","","","","","","","","","","","","","","","","chosen","no_gain","53","NaN","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","867","54051746","0.0-4.0-50.0-2.0-0.0","11","1234","11","null","","","","null","","48","","","","","","","","","","","1","","","","","","","","","143","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","868","54052251","0.0-4.0-50.0-3.0","11","1234","11","null","","","","null","","48","","","","","","","","","","","1","","","","","","","","","143.5","0.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","869","54053761","0.0-4.0-51.0-0.0","11","1234","11","null","","","","null","","49","","Stimuli/Experimental_stims/objects/jiangxulei1990-eIzzzwtkBjU-unsplash.jpg","1","K","0","","","","2000","2","1","","","","","","","","","144","1.5","","","","","","","","","","","","","","","","","","","unchosen","no_gain","55","NaN","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","870","54054268","0.0-4.0-51.0-2.0-0.0","11","1234","11","null","","","","null","","49","","","","","","","","","","","1","","","","","","","","","145.5","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","871","54055778","0.0-4.0-51.0-3.0","11","1234","11","null","","","","null","","49","","","","","","","","","","","1","","","","","","","","","146","1.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","872","54057288","0.0-4.0-52.0-0.0","11","1234","11","null","","","","null","","50","","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","1","G","0","","","","3000","2","1","","","","","","","","","147.5","1.5","","","","","","","","","","","","","","","","","","","chosen","no_gain","58","NaN","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","873","54057796","0.0-4.0-52.0-2.0-0.0","11","1234","11","null","","","","null","","50","","","","","","","","","","","1","","","","","","","","","149","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","874","54060308","0.0-4.0-52.0-3.0","11","1234","11","null","","","","null","","50","","","","","","","","","","","1","","","","","","","","","149.5","2.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","875","54061821","0.0-4.0-53.0-0.0","11","1234","11","null","","","","null","","51","","Stimuli/Experimental_stims/faces/leilani-angel-K84vnnzxmTQ-unsplash.jpg","1","L","0","","","","1500","3","1","","","","","","","","","152","1.5","","","","","","","","","","","","","","","","","","","unchosen","no_gain","33","NaN","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","876","54062331","0.0-4.0-53.0-2.0-0.0","11","1234","11","null","","","","null","","51","","","","","","","","","","","1","","","","","","","","","153.5","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","877","54063338","0.0-4.0-53.0-3.0","11","1234","11","null","","","","null","","51","","","","","","","","","","","1","","","","","","","","","154","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","878","54064852","0.0-4.0-54.0-0.0","11","1234","11","null","","","","null","","52","","Stimuli/Experimental_stims/objects/jess-bailey-nOeVi8DsN8U-unsplash.jpg","1","J","0","","","","2000","3","1","","","","","","","","","155","1.5","","","","","","","","","","","","","","","","","","","unchosen","no_gain","54","NaN","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","879","54065362","0.0-4.0-54.0-2.0-0.0","11","1234","11","null","","","","null","","52","","","","","","","","","","","1","","","","","","","","","156.5","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","880","54066874","0.0-4.0-54.0-3.0","11","1234","11","null","","","","null","","52","","","","","","","","","","","1","","","","","","","","","157","1.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","881","54068381","0.0-4.0-55.0-0.0","11","1234","11","null","","","","null","","53","","Stimuli/Experimental_stims/body_parts/klara-kulikova-TcUfF24fUMY-unsplash.jpg","1","I","0","","","","2000","3","1","","","","","","","","","158.5","1.5","","","","","","","","","","","","","","","","","","","chosen","no_gain","40","NaN","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","882","54068894","0.0-4.0-55.0-2.0-0.0","11","1234","11","null","","","","null","","53","","","","","","","","","","","1","","","","","","","","","160","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","883","54070403","0.0-4.0-55.0-3.0","11","1234","11","null","","","","null","","53","","","","","","","","","","","1","","","","","","","","","160.5","1.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","884","54071916","0.0-4.0-56.0-0.0","11","1234","11","null","","","","null","","54","","Stimuli/Experimental_stims/objects/mockup-graphics-PNsj6RiHAF4-unsplash.jpg","1","G","0","","","","1000","3","1","","","","","","","","","162","1.5","","","","","","","","","","","","","","","","","","","chosen","no_gain","58","NaN","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","885","54072421","0.0-4.0-56.0-2.0-0.0","11","1234","11","null","","","","null","","54","","","","","","","","","","","1","","","","","","","","","163.5","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","886","54072932","0.0-4.0-56.0-3.0","11","1234","11","null","","","","null","","54","","","","","","","","","","","1","","","","","","","","","164","0.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","887","54074438","0.0-4.0-57.0-0.0","11","1234","11","null","","","","null","","55","","Stimuli/Experimental_stims/outdoor_scenes/henry-be-NLF6hTe4PAg-unsplash.jpg","1","I","0","","","","2000","3","1","","","","","","","","","164.5","1.5","","","","","","","","","","","","","","","","","","","unchosen","no_gain","15","NaN","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","888","54074947","0.0-4.0-57.0-2.0-0.0","11","1234","11","null","","","","null","","55","","","","","","","","","","","1","","","","","","","","","166","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","889","54076462","0.0-4.0-57.0-3.0","11","1234","11","null","","","","null","","55","","","","","","","","","","","1","","","","","","","","","166.5","1.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","890","54077970","0.0-4.0-58.0-0.0","11","1234","11","null","","","","null","","56","","Stimuli/Experimental_stims/outdoor_scenes/stephen-leonardi-gyIRjKPXupE-unsplash.jpg","1","B","0","","","","3500","3","1","","","","","","","","","168","1.5","","","","","","","","","","","","","","","","","","","chosen","no_gain","22","NaN","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","891","54078482","0.0-4.0-58.0-2.0-0.0","11","1234","11","null","","","","null","","56","","","","","","","","","","","1","","","","","","","","","169.5","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","892","54081489","0.0-4.0-58.0-3.0","11","1234","11","null","","","","null","","56","","","","","","","","","","","1","","","","","","","","","170","3","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","893","54083003","0.0-4.0-59.0-0.0","11","1234","11","null","","","","null","","57","","Stimuli/Experimental_stims/faces/freddy-kearney-o-ioeoATbIM-unsplash.jpg","1","B","0","","","","1000","3","1","","","","","","","","","173","1.5","","","","","","","","","","","","","","","","","","","unchosen","no_gain","29","NaN","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","894","54083515","0.0-4.0-59.0-2.0-0.0","11","1234","11","null","","","","null","","57","","","","","","","","","","","1","","","","","","","","","174.5","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","895","54084027","0.0-4.0-59.0-3.0","11","1234","11","null","","","","null","","57","","","","","","","","","","","1","","","","","","","","","175","0.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","896","54085537","0.0-4.0-60.0-0.0","11","1234","11","null","","","","null","","58","","Stimuli/Experimental_stims/objects/alexander-andrews-JYGnB9gTCls-unsplash.jpg","1","E","0","","","","1000","3","1","","","","","","","","","175.5","1.5","","","","","","","","","","","","","","","","","","","chosen","no_gain","48","NaN","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","897","54086042","0.0-4.0-60.0-2.0-0.0","11","1234","11","null","","","","null","","58","","","","","","","","","","","1","","","","","","","","","177","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","898","54086547","0.0-4.0-60.0-3.0","11","1234","11","null","","","","null","","58","","","","","","","","","","","1","","","","","","","","","177.5","0.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","899","54088058","0.0-4.0-61.0-0.0","11","1234","11","null","","","","null","","59","","Stimuli/Experimental_stims/body_parts/jonathan-borba-hTwH8QFkPMs-unsplash.jpg","1","L","0","","","","3000","3","1","","","","","","","","","178","1.5","","","","","","","","","","","","","","","","","","","chosen","no_gain","39","NaN","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","900","54088562","0.0-4.0-61.0-2.0-0.0","11","1234","11","null","","","","null","","59","","","","","","","","","","","1","","","","","","","","","179.5","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","901","54091073","0.0-4.0-61.0-3.0","11","1234","11","null","","","","null","","59","","","","","","","","","","","1","","","","","","","","","180","2.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","902","54092581","0.0-4.0-62.0-0.0","11","1234","11","null","","","","null","","60","","Stimuli/Experimental_stims/faces/olena-sergienko-0TSd6uCKTKc-unsplash.jpg","1","D","0","","","","1500","3","1","","","","","","","","","182.5","1.5","","","","","","","","","","","","","","","","","","","unchosen","no_gain","34","NaN","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","903","54093093","0.0-4.0-62.0-2.0-0.0","11","1234","11","null","","","","null","","60","","","","","","","","","","","1","","","","","","","","","184","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","904","54094097","0.0-4.0-62.0-3.0","11","1234","11","null","","","","null","","60","","","","","","","","","","","1","","","","","","","","","184.5","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","905","54095610","0.0-4.0-63.0-0.0","11","1234","11","null","","","","null","","61","","Stimuli/Experimental_stims/faces/art-hauntington-jzY0KRJopEI-unsplash.jpg","1","J","0","","","","2000","3","1","","","","","","","","","185.5","1.5","","","","","","","","","","","","","","","","","","","chosen","no_gain","26","NaN","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","906","54096118","0.0-4.0-63.0-2.0-0.0","11","1234","11","null","","","","null","","61","","","","","","","","","","","1","","","","","","","","","187","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","907","54097624","0.0-4.0-63.0-3.0","11","1234","11","null","","","","null","","61","","","","","","","","","","","1","","","","","","","","","187.5","1.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","908","54099132","0.0-4.0-64.0-0.0","11","1234","11","null","","","","null","","62","","Stimuli/Experimental_stims/objects/insung-yoon-w2JtIQQXoRU-unsplash.jpg","1","D","0","","","","3000","3","1","","","","","","","","","189","1.5","","","","","","","","","","","","","","","","","","","chosen","no_gain","53","NaN","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","909","54099640","0.0-4.0-64.0-2.0-0.0","11","1234","11","null","","","","null","","62","","","","","","","","","","","1","","","","","","","","","190.5","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","910","54102150","0.0-4.0-64.0-3.0","11","1234","11","null","","","","null","","62","","","","","","","","","","","1","","","","","","","","","191","2.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","911","54103661","0.0-4.0-65.0-0.0","11","1234","11","null","","","","null","","63","","Stimuli/Experimental_stims/faces/aiony-haust-jmATI5Q_YgY-unsplash.jpg","1","H","0","","","","1000","3","1","","","","","","","","","193.5","1.5","","","","","","","","","","","","","","","","","","","chosen","no_gain","25","NaN","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","912","54104171","0.0-4.0-65.0-2.0-0.0","11","1234","11","null","","","","null","","63","","","","","","","","","","","1","","","","","","","","","195","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","913","54104674","0.0-4.0-65.0-3.0","11","1234","11","null","","","","null","","63","","","","","","","","","","","1","","","","","","","","","195.5","0.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","914","54106187","0.0-4.0-66.0-0.0","11","1234","11","null","","","","null","","64","","Stimuli/Experimental_stims/body_parts/engin-akyurt-Q2rfH3GW39c-unsplash.jpg","1","K","0","","","","3000","3","1","","","","","","","","","196","1.5","","","","","","","","","","","","","","","","","","","chosen","no_gain","37","NaN","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","915","54106699","0.0-4.0-66.0-2.0-0.0","11","1234","11","null","","","","null","","64","","","","","","","","","","","1","","","","","","","","","197.5","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","916","54109214","0.0-4.0-66.0-3.0","11","1234","11","null","","","","null","","64","","","","","","","","","","","1","","","","","","","","","198","2.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","917","54110726","0.0-4.0-67.0-0.0","11","1234","11","null","","","","null","","65","","Stimuli/Experimental_stims/body_parts/lucaxx-freire-CacZwMexYdk-unsplash.jpg","1","E","0","","","","1000","3","1","","","","","","","","","200.5","1.5","","","","","","","","","","","","","","","","","","","unchosen","no_gain","41","NaN","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","918","54111237","0.0-4.0-67.0-2.0-0.0","11","1234","11","null","","","","null","","65","","","","","","","","","","","1","","","","","","","","","202","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","919","54111750","0.0-4.0-67.0-3.0","11","1234","11","null","","","","null","","65","","","","","","","","","","","1","","","","","","","","","202.5","0.5","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","920","54113254","0.0-4.0-68.0-0.0","11","1234","11","null","","","","null","","66","","Stimuli/Experimental_stims/outdoor_scenes/meng-ji-8BH_M-53CyA-unsplash.jpg","1","A","0","","","","3500","3","1","","","","","","","","","203","1.5","","","","","","","","","","","","","","","","","","","chosen","no_gain","18","NaN","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","921","54113761","0.0-4.0-68.0-2.0-0.0","11","1234","11","null","","","","null","","66","","","","","","","","","","","1","","","","","","","","","204.5","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","922","54116770","0.0-4.0-68.0-3.0","11","1234","11","null","","","","null","","66","","","","","","","","","","","1","","","","","","","","","205","3","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","923","54118281","0.0-4.0-69.0-0.0","11","1234","11","null","","","","null","","67","","Stimuli/Experimental_stims/body_parts/sincerely-media-7TBFwUQA6Xk-unsplash.jpg","1","C","0","","","","1500","3","1","","","","","","","","","208","1.5","","","","","","","","","","","","","","","","","","","unchosen","no_gain","45","NaN","NaN","0"
"","outcome_estimation_no_response","","html-keyboard-response","924","54118787","0.0-4.0-69.0-2.0-0.0","11","1234","11","null","","","","null","","67","","","","","","","","","","","1","","","","","","","","","209.5","0.5","1","","","","","","","","","","","","","","","","","","","","","","",""
"","iti_outcome_estimation","","html-keyboard-response","925","54119795","0.0-4.0-69.0-3.0","11","1234","11","null","","","","null","","67","","","","","","","","","","","1","","","","","","","","","210","1","","","","","","","","","","","","","","","","","","","","","","","",""
"","outcome_estimation","","html-keyboard-response","926","54121306","0.0-4.0-70.0-0.0","11","1234","11","null","","","","null","","68","","Stimuli/Experimental_stims/outdoor_scenes/yuriy-bogdanov-W51VK3Obcj0-unsplash.jpg","1","C","0","","","","3000","3","1","","","","","","","","","211","1.5","","","","","","","","","","","","","","","","","","","chosen","no_gain","23","NaN","NaN","0"
